type_of_reference,primary_title,authors,journal_name,volume,start_page,year,date,issn,doi,urls,keywords,abstract,end_page,number,secondary_title
JOUR,Carbon footprint in an educational institution and compensation potential in urban forests,"['Rocha, Thaís de Almeida', 'Silva, Lauana Blenda', 'Alves, Eliana Boaventura Bernardes Moura', 'Jacovine, Laércio Antônio Gonçalves']",Environmental Development,46,100860,2023,2023/06/01/,2211-4645,https://doi.org/10.1016/j.envdev.2023.100860,['https://www.sciencedirect.com/science/article/pii/S221146452300060X'],"['Emission management', 'Climate change', 'Sustainability', 'Carbon removal']","Greenhouse Gas (GHG) emissions are growing at an accelerated pace and can generate several environmental, social and economic problems. Because of this, Educational Institutions (IE) are taking a leading role in the development and implementation of sustainable practices and initiatives, recognizing their potential to accelerate this progress towards sustainable development. The objective was to develop GHG emission indices and the carbon footprint of the Federal University of Viçosa, Viçosa campus, in the base period of 2019 and also the potential for compensation through the removal of carbon from the native forests existing at the university. In the base period, UFV emitted a total of 3492.46 MgCO2e. When considering the existing tree vegetation, it was found that the removal was 8547.76 MgCO2e, making the carbon balance negative, with a balance of 5055.30 MgCO2e. The emission index per total area was 2.13 MgCO2e.ha−1. year−1, the emission index per constructed area was 81.03 MgCO2e.ha−1. year−1, and the carbon footprint was 0.19 MgCO2e.person−1. year−1. It is concluded that the carbon balance is negative, indicating that the removal of carbon is greater than the emission of GHG. With the results obtained, UFV can promote green marketing and become an example for other Brazilian and worldwide IE.",,,
JOUR,Household carbon footprints of age groups in China and socioeconomic influencing factors,"['Li, Ke', 'Li, Hui', 'Wang, Yafei', 'Yang, Zhifeng', 'Liang, Sai']",Science of The Total Environment,923,171402,2024,2024/05/01/,0048-9697,https://doi.org/10.1016/j.scitotenv.2024.171402,['https://www.sciencedirect.com/science/article/pii/S0048969724015432'],"['Aging', 'Household', 'Consumption', 'CO', 'Input-output analysis', 'Footprint']","China has a large fastest-aging population, which would reshape household consumption patterns and influence global CO2 emissions. This study examines global CO2 emissions driven by household consumption (i.e., household carbon footprints, HCFs) of 34 age groups in China's 30 provinces and uncovers relevant socioeconomic influencing factors. Results show that China's population aging (i.e., the proportion of the elderly population) is conducive to global CO2 emission reduction during 2011–2014. This trend is mainly due to the relatively lower per capita HCFs of the elderly (1.7 t in 2014). In contrast, the per capita HCFs of the youth group are higher (3.3 t in 2014), mainly affected by the large expenditure on residence and transportation & communication. In addition, the HCFs of all age groups have increased during 2011–2014. Per capita expenditure is the most significant driver of this increase. The decline in CO2 emission intensity makes the largest contribution to reducing the HCFs of the youth group. For the aged group, expenditure structure change is the largest contributor to HCFs reduction. These findings reveal the differentiated impacts of China's household consumption by age on global CO2 emissions. This study lays the scientific foundation for deriving amelioration policies and achieving emission reduction targets in the process of population aging.",,,
JOUR,"Poly(vinyl acetate-co-crotonic acid) from bio-based crotonic acid: synthesis, characterization and carbon footprint evaluation††Electronic supplementary information (ESI) available: Copolymerization mass balance, 1H-NMR spectra, TGA and GPC curves, assumptions for the calculation of the carbon footprint. See DOI: https://doi.org/10.1039/d3su00052d","['Jorea, Alexandra', 'Parodi, Adriano', 'Benelli, Tiziana', 'Ciacci, Luca', 'Fagnoni, Maurizio', 'Galletti, Paola', 'Mazzocchetti, Laura', 'Ravelli, Davide', 'Torri, Cristian', 'Vassura, Ivano', 'Samorì, Chiara']",RSC Sustainability,1,1035,2023,2023/07/06/,2753-8125,https://doi.org/10.1039/d3su00052d,['https://www.sciencedirect.com/science/article/pii/S2753812523000459'],,"ABSTRACT The sludge from wastewater treatment systems (WWTS) contains a high quantity of organic material with great potential for synthesising bio-based chemicals and materials that can replace their fossil-based equivalents. Herein, we have investigated the upcycling of WWTS to the production of bio-based crotonic acid (), which is in turn used in replacement of the commercial, fossil-based in the copolymerization with vinyl acetate to poly(vinyl acetate-co-crotonic acid). The results demonstrate that a great benefit in terms of GHG emission reduction is obtained when the fossil-based synthesis is replaced with the WWTS-to- route, decreasing the carbon footprint of from 13.9 to 7.75 kg CO2 per kg . The copolymers constituted from fossil-based or bio-based have the same composition and thermal properties, independently of the origin and the purity of the starting monomer, suggesting their equivalency for the investigated application.",1042,4,
JOUR,Economic policy uncertainty and carbon footprint: International evidence,"['Tee, Chwee-Ming', 'Wong, Wai-Yan', 'Hooy, Chee-Wooi']",Journal of Multinational Financial Management,67,100785,2023,2023/03/01/,1042-444X,https://doi.org/10.1016/j.mulfin.2023.100785,['https://www.sciencedirect.com/science/article/pii/S1042444X2300004X'],"['Economic policy uncertainty', 'Carbon emissions', 'Carbon footprint', 'Institutional governance']","Economic policy uncertainty is an evolving area of research that may affect environmental issues such as the carbon footprint. However, from a global perspective, it is not known whether economic policy uncertainty is significantly related to it. Motivated by this gap in the literature, we investigate the impact of economic policy uncertainty on carbon footprint. Using a sample of 2782 firms from 60 countries, our cross-sectional regression analysis finds that economic policy uncertainty is positively associated with the carbon footprint. This applies to the total, direct, and indirect carbon emissions measurements. However, we find that countries with better institutional governance alleviate the significant association between economic policy uncertainty and carbon footprint.",,,
JOUR,"Environmental performance, biocapacity, carbon & ecological footprint of nations: Drivers, trends and mitigation options","['Sarkodie, Samuel Asumadu']",Science of The Total Environment,751,141912,2021,2021/01/10/,0048-9697,https://doi.org/10.1016/j.scitotenv.2020.141912,['https://www.sciencedirect.com/science/article/pii/S0048969720354413'],"['Environmental convergence', 'Ecological footprint', 'Carbon footprint', 'Biocapacity', 'Material flow', 'Sustainable resource management']","The long-run effect of the synergy between natural resource consumption and environmental sustainability varies across countries depending on the economic structure. However, the transboundary effect of natural resource capital underscores the importance of environmental convergence. Here, we map ecological performance, biocapacity, and carbon footprint of nations. We assess the socio-economic drivers of environmental performance and convergence using novel cross-country time series techniques. We find that the expansion of biocapacity of nations has an ameliorating effect on ecological performance. The hotspot countries of environmental performance include Australia, Brazil, China, Germany, India, Japan, Russia, and the US. We confirm the existence of environmental convergence across nations — implying that the disparity in carbon and ecological footprint between higher-income and lower-income countries will converge in the long-run. This accentuates the need for global partnership towards achieving environmental sustainability.",,,
JOUR,The water and carbon footprint of cryptocurrencies and conventional currencies,"['Siddik, Md Abu Bakar', 'Amaya, Maria', 'Marston, Landon T.']",Journal of Cleaner Production,411,137268,2023,2023/07/20/,0959-6526,https://doi.org/10.1016/j.jclepro.2023.137268,['https://www.sciencedirect.com/science/article/pii/S0959652623014269'],"['Cryptocurrency', 'Conventional currency', 'Water footprint', 'Carbon footprint', 'Spatial analysis']","When compared to traditional fiat currencies, cryptocurrencies represent a small, but growing, fraction of financial transactions. The rapid growth of cryptocurrencies has raised concerns regarding the environmental impact of this energy-intensive type of currency. In this study, water and carbon footprints associated with cryptocurrencies are assessed. These environmental footprints are then compared to the water and carbon footprints associated with conventional currencies, which is a novelty of this study. A spatially refined, bottom-up analysis of the most energy-intensive aspects of each financial system is used in the comparison of these systems. Specifically, the energy use for printing money, bank branches, automated teller machines (ATM), and cashless transactions is evaluated at the country level and compared to the energy use of crypto mining around the world. Cryptocurrencies’ electricity use of 236 × 106 megawatt hours (MWh) in 2021 surpassed that of the conventional transaction system, despite cryptocurrencies representing less than 0.5% of global cashless financial transactions. In terms of its water footprint, cryptocurrencies have an annual water consumption of 3670 × 106 cubic meters (m3). Cryptocurrencies' water footprint is more than double that of conventional currencies because crypto mining takes place in countries with higher water intensities for electricity. Crypto mining activities are also estimated to result in almost 139 × 106 tonnes carbon dioxide equivalent (CO2-eq) of global greenhouse gas emissions. While cryptocurrencies represent a small percentage of financial transactions, their environmental impact is much larger than the conventional financial transaction system. This study shows how regulatory changes, such as the 2021 crypto mining ban in China, and crypto mining location can have implications on the environmental footprint associated with cryptocurrency.",,,
JOUR,Do carbon footprint labels promote climatarian diets? Evidence from a large-scale field experiment,"['Lohmann, Paul M.', 'Gsottbauer, Elisabeth', 'Doherty, Anya', 'Kontoleon, Andreas']",Journal of Environmental Economics and Management,114,102693,2022,2022/07/01/,0095-0696,https://doi.org/10.1016/j.jeem.2022.102693,['https://www.sciencedirect.com/science/article/pii/S0095069622000596'],"['Carbon footprint labelling', 'Emissions mitigation', 'Food consumption', 'Food policy', 'Meal choices', 'Natural field experiment', 'Sustainable diets']","We estimate the causal effect of carbon footprint labels on individual food choices and quantify potential carbon emission reductions, using data from a large-scale field experiment at five university cafeterias with over 80,000 individual meal choices. Results show that carbon footprint labels led to a decrease in the probability of selecting a high-carbon footprint meal by approximately 2.7 percentage points with consumers substituting to mid-carbon impact meals. We find no change in the market share of low-carbon meals, on average. The reduction in high-carbon footprint meals is driven by decreases in sales of meat meals while sales of mid-ranged vegan, vegetarian and fish meals all increased. We estimate that the introduction of carbon footprint labels was associated with a 4.3% reduction in average carbon emissions per meal. We contrast our findings with those from nudge-style interventions and discuss the cost-effectiveness of carbon footprint labels. Our results suggest that carbon footprint labels present a viable and low-cost policy tool to address information failure and harness climatarian preferences to encourage more sustainable food choices.",,,
JOUR,"Examining the carbon footprint of rice production and consumption in Hubei, China: A life cycle assessment and uncertainty analysis approach","['Zhang, Lu', 'Ruiz-Menjivar, Jorge', 'Tong, Qingmeng', 'Zhang, Junbiao', 'Yue, Meng']",Journal of Environmental Management,300,113698,2021,2021/12/15/,0301-4797,https://doi.org/10.1016/j.jenvman.2021.113698,['https://www.sciencedirect.com/science/article/pii/S0301479721017606'],"['Rice', 'Life cycle assessment', 'Carbon footprint', 'Uncertainty analysis', 'Hubei', 'China']","This study aimed to quantify greenhouse gas emissions derived from the production-consumption of rice in Hubei—a major rice-producing province in central China. This research employed primary and secondary data collection methods. Primary data sources included interviews and experimental observations from seven counties in Hubei collected from June 2016 to December 2016. Secondary data sources—including national datasets, inter-governmental reports, and peer-reviewed articles—were used to extract relevant data, such as emission factors, and national and provincial rice output. Life Cycle Assessment was employed to build a comprehensive inventory and map of the rice carbon footprint, including the following five stages: production inputs, farm management, growth period, processing and sale, and consumption. Uncertainty analysis was performed to validate the reliability of carbon footprint estimations. Results showed that the carbon footprint for every 1 ton of polished rice in Hubei ranged between 4.19–6.81 t CO2e/t and was 5.39 t CO2e/t on average. Greenhouse gas emissions were primarily produced from rice fields during the growth stage (over 60% of greenhouse gas emissions of the whole life cycle of rice), followed by the consumption stage, and the production and transportation of agricultural inputs. Uncertainty analysis estimations indicated acceptable levels of reliability. This study's results indicate that the production and consumption of rice is a significant contributor to agricultural carbon emissions in Hubei—consistent with national estimates that place China as the largest carbon dioxide emitter globally. This research provides further insight into future policies and targeted initiatives for the efficient use of low-carbon agricultural inputs for rice production and consumption stages in China.",,,
JOUR,Household energy-related carbon footprint in residential neighbourhoods in high-latitude cities: A case of Edmonton in Canada,"['Welegedara, Nilusha P.Y.', 'Agrawal, Sandeep K.']",Sustainable Cities and Society,101,105098,2024,2024/02/01/,2210-6707,https://doi.org/10.1016/j.scs.2023.105098,['https://www.sciencedirect.com/science/article/pii/S2210670723007084'],"['Energy-related greenhouse gas emissions', 'Neighbourhoods', 'High-latitude cities', 'Household energy use', 'Socioeconomic characters']","Understanding all the possible greenhouse gas (GHG) emission sources and factors is key to achieving net zero emissions by 2050, as targeted by the Paris Agreement, and thereby, averting the severe consequences of climate change. In this study, we explored household energy-related GHG (HEGHG) emissions in 265 residential neighbourhoods in a high-latitude city that experiences opposite temperature extremes. Our results revealed that the average annual per capita GHG emissions from dwellings in the city are 45% higher than those from personal transportation, highlighting the urgent need for greater emphasis on reducing GHG emissions from dwellings in high-latitude cities. We found that per capita floor area is positively correlated with GHG emissions. The findings also indicate that per capita HEGHG emissions significantly increase with increasing neighbourhood income levels (r = 0.8). An increase in the percentage of households struggling to afford homeownership is also associated with a decrease in HEGHG emissions (r = -0.3). These findings can help facilitate the focus on areas of high-latitude cities where the mitigation measures may have the most impact in reducing carbon footprint.",,,
JOUR,The relationship between entrepreneurial energy efficiency orientation and carbon footprint reduction: The mediating role of green networking and identification of barriers to green practices,"['Adu, Douglas A.', 'Chen, Xihui Haviour', 'Hasan, Mudassar', 'Zhu, Xiaoxian', 'Jellason, Nugun']",Journal of Environmental Management,347,119256,2023,2023/12/01/,0301-4797,https://doi.org/10.1016/j.jenvman.2023.119256,['https://www.sciencedirect.com/science/article/pii/S0301479723020443'],"['Entrepreneurial energy efficiency orientation', 'Green barriers', 'Green planning', 'Green networking', 'Green innovation', 'Carbon footprint reduction']","Motivated by the growing attention to climate change and the crucial role businesses could play in reducing greenhouse gas emissions, this study investigates entrepreneurial energy efficiency orientation in the context of carbon footprint reduction initiatives of small-and medium-sized enterprises (SMEs). We enhance understanding of the climate change action of SMEs by taking into account the mediating mechanisms (i.e., identification of green barriers and green networking) through which firm entrepreneurial energy efficiency orientation leads to superior carbon footprint reduction initiatives by overcoming barriers to green practices. A survey of 252 SME owners and top managers in the Tees Valley region, Northeast England, supported the direct impact of entrepreneurial energy efficiency orientation on overcoming barriers to green practices and the mediating role of identification of green barriers and green networking in this focal relationship. These findings reveal the importance of entrepreneurial energy efficiency orientation, identification of green barriers and green networking in helping SMEs overcome barriers to green practices and improving carbon footprint reduction initiatives.",,,
JOUR,"Assessment of carbon footprint of milk production and identification of its major determinants in smallholder dairy farms in Karnataka, India","['Mech, A.', 'Devi, G. Letha', 'Sivaram, M.', 'Sirohi, S.', 'Dhali, A.', 'Kolte, A.P.', 'Malik, P.K.', 'Veeranna, R.K.', 'Niketha, L.', 'Bhatta, R.']",Journal of Dairy Science,106,8847,2023,2023/12/01/,0022-0302,https://doi.org/10.3168/jds.2022-22153,['https://www.sciencedirect.com/science/article/pii/S0022030223005519'],"['greenhouse gas', 'carbon footprint', 'life cycle assessment', 'smallholder dairy farms']","ABSTRACT Indian dairy enterprise is dominated by smallholder dairy farms that contribute 72% of the country's total milk production. These smallholder dairy farms are often considered to emit substantial greenhouse gases (GHG) but are poor in productive performances. Therefore, it is crucial to estimate the carbon footprint (CF) of milk production of the smallholder Indian dairy farms. The primary objectives of the study were (1) Assessing the CF of milk production of smallholder dairy farms through life cycle analysis in south-interior Karnataka, India; (2) Identifying the hotspots of GHG emissions and significant factors influencing the CF of milk production in smallholder dairy production system. The study accounted GHG emissions from different sources and considered multiple functions of the smallholder production system. Estimations were made based on primary data collected from 47 farms and associated secondary data. For estimating the CF of milk production, the emissions of carbon dioxide (CO2), methane (CH4), and nitrous oxide (N2O) on a CO2-equivalent (CO2-eq) basis from feed production, enteric fermentation, manure management, transport and energy usage were allocated to fat- and protein-corrected milk (FPCM) based on mass balance, price (crop byproducts and residues) and feed digestibility. Principal component analysis and stepwise linear regression analysis were performed to identify the major factors influencing the CF. The average total GHG emissions (kg CO2-eq yr−1 farm−1) attributable to milk production based on mass, economic, and digestibility allocations were 8,936, 8,641, and 8,759, respectively. The contributions of CH4, N2O, and CO2 to the total farm GHG emission were 70.6%, 20.5%, and 7.69%, respectively. The major emission hotspots were CH4 emission from enteric fermentation (66.8%) and GHG emission from feed production (23.0%). The average CF of cradle-to-dairy cooperative milk production varied from 1.45 to 1.81 kg CO2-eq kg FPCM−1. The CF of milk production was more than 2-fold greater, when milk yield was below 3,500 kg lactating cow−1 yr−1. The FPCM yield 100 kg body weight−1, dry matter intake, and CH4 emission from manure management were the strongest determinants of the CF and explained 83.4% of the observed variation. The study emphasized the importance of considering multiple functions of a mixed crop-livestock-based dairy production system for estimating CF per unit of product. The results suggest that maintaining high-yielding dairy animals and adopting appropriate feeding strategies for better feed utilization are the possible effective interventions for reducing the CF of milk production.",8860,12,
JOUR,The impact of farmland circulation on the carbon footprint of agricultural cultivation in China,"['Liu, Zhen', 'Tian, Jiali', 'Wang, Kexin', 'Lan, Jing']",Economic Analysis and Policy,78,792,2023,2023/06/01/,0313-5926,https://doi.org/10.1016/j.eap.2023.04.010,['https://www.sciencedirect.com/science/article/pii/S0313592623000590'],"['Farmland circulation', 'Carbon footprint', 'Green agriculture']","Farmland circulation will lead to the modernization and large-scale development of agricultural production, which reduces the carbon footprint of agricultural cultivation. Based on the microscopic perspective of farmers, this research uses the data from the Fixed Observation Points of the Ministry of Agriculture and Rural Affairs in China in 2009 to 2015 and examines the impact of farmland circulation on the carbon footprint of agricultural cultivation using the fixed-effect model. In addition, heterogeneity analysis is conducted. The results show that farmland circulation has an impact on the carbon footprint of agricultural cultivation. Specifically, the transferred farmland significantly reduces the carbon footprint while there are heterogeneities in the effect of farmland circulation on the carbon footprint of agricultural cultivation due to the different regions or the variable education levels of the head of households.",801,,
JOUR,Nuclear energy generation's impact on the CO2 emissions and ecological footprint among European Union countries,"['Soto, Gonzalo H.', 'Martinez-Cobas, Xavier']",Science of The Total Environment,945,173844,2024,2024/10/01/,0048-9697,https://doi.org/10.1016/j.scitotenv.2024.173844,['https://www.sciencedirect.com/science/article/pii/S0048969724039913'],"['Nuclear energy generation', 'Ecological footprint', 'Panel data estimation', 'Granger causality']","This study employs Fully Modified Ordinary Least Squares, Common Correlated Effects and Dumitrescu-Hurlin panel causality techniques to investigate the environmental impacts of nuclear energy generation in European Union countries from 1990 to 2022. The ongoing debate within the European Union and the empirical contradictions in the literature, coupled with the overall singular-dimensionality surrounding the impacts of nuclear energy on the environment, necessitate a broader and comprehensive examination of its effects across various environmental dimensions. These dimensions include the presence of CO2 emissions and the ecological footprint generated. The findings reveal that nuclear energy adoption by countries tends to affect CO2 emissions but this relationship goes from CO2 to nuclear energy consumption as per the causality test, while the ecological footprint variable does not exhibit a causal relationship with nuclear energy consumption. We estimated that a higher presence of air pollutants promotes the generation of nuclear energy as an alternative to fossil fuel energy sources. The study highlights that while nuclear energy generation produces no air pollution, it does impose significant land use requirements, potentially leading to ecosystem degradation. Factors such as uranium extraction, nuclear waste management, disposal, and accidents contribute to this impact. Further research is needed to understand the specific mechanisms and factors contributing to the observed environmental degradation associated with nuclear energy generation.",,,
JOUR,China's unpeaked metal footprint is on the rise in an inverted “N” curve,"['Yang, Jieyan', 'Liu, Yanqi', 'Xu, Shuntian', 'Liu, Ludi', 'Luo, Zifan', 'Tian, Xin']","Resources, Conservation and Recycling",205,107592,2024,2024/06/01/,0921-3449,https://doi.org/10.1016/j.resconrec.2024.107592,['https://www.sciencedirect.com/science/article/pii/S0921344924001861'],"['Metal footprint', 'Footprint peak', 'Drivers', 'Multi-region input-output']","Understanding the trends and the peak of metal consumption of a society is essential for responding to environmental and climate challenges, considering the significant pollution and carbon emissions from metal production and consumption. In this study, we focus on China, the largest metal consumer globally, to explore the evolutionary patterns, driving forces, and the peak stage of its metal footprints in a global comparative context. Here, we show that from 1995 to 2019, China's metal footprints experienced a substantial increase with the primary driving force being per capita GDP. All the four metal categories (bulk metals, noble metals, critical metals, and low-carbon metals) witnessed a great demand structure change; the investment-related footprints became more prevalent than consumption-related footprints for all metal categories. In comparison to developed countries, China presently finds itself in the ascending phase of an inverted “N” curve, with none of the metal categories having reached their peaks.",,,
JOUR,Amendment of straw with decomposing inoculants benefits the ecosystem carbon budget and carbon footprint in a subtropical wheat cropping field,"['Ji, Cheng', 'Wang, Jidong', 'Xu, Cong', 'Gu, Yian', 'Yuan, Jie', 'Liang, Dong', 'Wang, Lei', 'Ning, Yunwang', 'Zhou, Jie', 'Zhang, Yongchun']",Science of The Total Environment,923,171419,2024,2024/05/01/,0048-9697,https://doi.org/10.1016/j.scitotenv.2024.171419,['https://www.sciencedirect.com/science/article/pii/S0048969724015602'],"['Straw', 'Microbial inoculant', 'Ecosystem carbon budget', 'Carbon footprint']","The incorporation of straw with decomposing inoculants into soils has been widely recommended to sustain agricultural productivity. However, comprehensive analyses assessing the effects of straw combined with decomposing inoculants on greenhouse gas (GHG) emissions, net primary production (NPP), the net ecosystem carbon budget (NECB), and the carbon footprint (CF) in farmland ecosystems are scant. Here, we carried out a 2-year field study in a wheat cropping system with six treatments: rice straw (S), a straw-decomposing Bacillus subtilis inoculant (K), a straw-decomposing Aspergillus oryzae inoculant (Q), a combination of straw and Bacillus subtilis inoculant (SK), a combination of straw and Aspergillus oryzae inoculant (SQ), and a control with no rice straw or decomposing inoculant (Control). We found that all the treatments resulted in a positive NECB ranging between 838 and 5065 kg C ha−1. Relative to the Control, the S treatment increased CO2 emissions by 16%, while considerably enhancing the NECB by 349%. This difference might be attributed to the straw C input and an increase in plant productivity (NPP, 30%). More importantly, in comparison to that in S, the NECB in SK and SQ significantly increased by 27–35% due to the positive response of NPP to the decomposing inoculants. Although the combination of straw and decomposing inoculants yielded a 3% increase in indirect GHG emissions, it also exhibited the lowest CF (0.18 kg CO2-eq kg−1 of grain). This result was attributed to the synergistic effects of straw and decomposing inoculants, which reduced direct N2O emissions and increased wheat productivity. Overall, the findings of the present study suggested that the combined amendment of straw and decomposing inoculants is an environmentally sustainable management practice in wheat cropping systems that can generate win–win scenarios through improvements in soil C stock, crop productivity, and GHG mitigation.",,,
JOUR,Carbon footprint of maize-wheat cropping system after 40-year fertilization,"['Shao, Guodong', 'Zhou, Jie', 'Liu, Buchun', 'Alharbi, Sulaiman Almwarai', 'Liu, Enke', 'Kuzyakov, Yakov']",Science of The Total Environment,926,172082,2024,2024/05/20/,0048-9697,https://doi.org/10.1016/j.scitotenv.2024.172082,['https://www.sciencedirect.com/science/article/pii/S0048969724022253'],"['Nitrogen fertilization', 'Greenhouse gas emission', 'Straw', 'Manure', 'Energy yield']","Two main challenges which human society faces for sustainable development goals are the maintenance of food security and mitigation of greenhouse gas (GHG) emissions. Here, we examined the impacts of six fertilization treatments including unfertilized control (CK), mineral nitrogen (N, 90 kg N ha−1), mineral N plus 30 kg P ha−1 phosphorus (NP), NP combined with 3.75 Mg ha−1 straw (NP + Str), farmyard manure (Man, 75 Mg ha−1), and NP combined with manure (NP + Man) on crop productivity and carbon emissions (soil GHG emission; GHGI, yield-based GHG intensity; NGHGB, net GHG balance; carbon footprint, CF) in a maize-wheat cropping system during two years (April 2018–June 2020) in a semi-arid continental climate after 40 years of fertilization in the Northwest China. Manure and straw increased total GHG by 38–60 % compared to the mineral fertilizers alone, which was mainly due to the 49–80 % higher direct emissions of carbon dioxide (CO2) rather than nitrous oxide (N2O). Compared to the N fertilizer alone, organic amendments and NP increased cumulative energy yield by 134–202 % but decreased GHGI by 38–55 %, indicating that organic fertilizers increased crop productivity at the cost of higher GHG emissions. When the soil organic carbon changes (ΔSOC) were accounted for in the C emission balance, manure application acted as a net C sink due to the NGHGB recorded with −123 kg CO2-eq ha−1 year−1. When producing the same yield and economic benefits, the manure and straw addition decreased the CF by 59–85 % compared to N fertilization alone. Overall, the transition from mineral to organic fertilization in the semi-arid regions is a two-way independent solution to increase agricultural productivity along with the reduction of C emissions.",,,
JOUR,Assessing the carbon footprint of telecommunication towers in India: Effect of 4G to 5G transition and solar photovoltaics based hybrid power systems,"['Deevela, Niranjan Rao', 'Singh, Bhim', 'Kandpal, Tara C.']",Journal of Cleaner Production,440,140693,2024,2024/02/10/,0959-6526,https://doi.org/10.1016/j.jclepro.2024.140693,['https://www.sciencedirect.com/science/article/pii/S0959652624001409'],"['CO emissions mitigation potential', 'Solar PV based hybrid system', '4G and 5G telecom towers', 'Unit cost of CO emissions mitigation']","This study examines the effect of several site-specific factors on the amount of carbon dioxide (CO2) emissions stemming from operation of 4G and 5G technology-based telecommunication towers at many locations across India with focus on the assessment of the incremental change expected due to 5G technology adoption. Also, the impact of adopting solar photovoltaics (PV) based hybrid power systems on overall CO2 emissions from operation of telecom towers. Optimal designs of solar PV-based hybrid systems are obtained using HOMER software for 25 diverse Indian locations for powering both 4G and 5G telecom towers while considering site-specific factors such as solar resource availability, availability and tariff of grid electricity and the unit price of diesel used in the Diesel Generator (DG) of the hybrid system. From the results of the study it is noted that, with the current energy supply mix, a tripling of the carbon dioxide emissions is expected if all of India's 0.71 million telecom towers adopt 5G technology. Adoption of solar PV-based systems along with grid electricity and diesel generator in hybrid mode has the potential to reduces carbon dioxide emissions by approximately 55 % for the existing telecom towers in India. For the case of all telecom towers transitioning to 5G technology, about 58 % reduction in CO2 emissions is possible with the adoption of PV-based hybrid power systems. From the perspective of the unit cost of CO2 emissions mitigation, the adoption of solar PV-based hybrid systems is found to be a no regret option. Results of the study have significant policy implications towards designing appropriate strategies for reducing carbon footprint of telecom tower operation in India.",,,
JOUR,Carbon footprint of products and services: The case of a winery in Greece,"['Karalis, Dimosthenis', 'Kanakoudis, Vasilis']",Science of The Total Environment,878,162317,2023,2023/06/20/,0048-9697,https://doi.org/10.1016/j.scitotenv.2023.162317,['https://www.sciencedirect.com/science/article/pii/S0048969723009336'],"['Carbon footprint', 'Life cycle analysis', 'Climate change', 'Greenhouse effect', 'Global warming', 'Winery CO2 emissions']","The phenomenon of global warming occurs when air pollutants such as carbon dioxide (CO2) and other GreenHouse Gases (GHGs) are collected into the atmosphere and absorb solar radiation which, according to the natural process, should normally escape into the space, trapping heat and thus causing the planet temperature to rise. One of the available tools of the international scientific community to measure the impact of human activity on the environment, is to record and quantify the carbon footprint, in other words, the total greenhouse gas emissions of a product (or service) throughout its life cycle. The present paper focuses on the above issues and presents the methodology and the outcome of a real case study, aiming to lead to useful conclusions. In this framework a study has been made in order to calculate and analyze the carbon footprint of a wine making company that is based in northern Greece. One of the most important conclusions of this work is the overwhelming share (54 %) that Scope 3 has to the total Carbon Footprint, compared to Scope 1 (25 %) and Scope 2 (21 %), as it is vividly shown in the above Graphical Abstract. While the operation of a wine making company is divided in two main steams, Vineyard and Winery, it is concluded, that the Emissions of the Vineyard participate by 32 % in the total Emissions, while the Emissions of the Winery by 68 % respectively. Significant point of the case study is the total Absorptions that had been calculated to cover almost the 52 % of the total Emissions.",,,
JOUR,Examining the role of nuclear and renewable energy in reducing carbon footprint: Does the role of technological innovation really create some difference?,"['Usman, Muhammad', 'Radulescu, Magdalena']",Science of The Total Environment,841,156662,2022,2022/10/01/,0048-9697,https://doi.org/10.1016/j.scitotenv.2022.156662,['https://www.sciencedirect.com/science/article/pii/S0048969722037597'],"['Carbon footprint', 'Nuclear energy', 'Technological innovations', 'Renewable and non-renewable energy', 'Natural resources', 'AMG estimator']","The deployment of energy sources is considered the compassion of several United Nations Sustainable Development Goals (SDGs). Countries should keep balance with the three major proportions of the global energy trilemma: energy security, affordability, energy access, and ecological balance to construct a solid basis for competitiveness and prosperity. In this regard, this study examines the influence of nuclear energy, technological innovations, renewable energy, non-renewable energy, and natural resources on carbon footprint in the highest nuclear energy-producing countries from 1990 to 2019. To do this, we developed an inclusive and comprehensive empirical investigation and applied modern econometric approaches. Panel second-generation long-run cointegration advocates long-run associations among the series. The findings reveal that nuclear and renewable energy consumption extensively improve environmental excellence. Conversely, technological innovations and non-renewable energy significantly reduce environmental sustainability. Moreover, natural resources play an adverse role in long-run. The findings of the panel causality test discovered unidirectional causality is running from carbon footprint to nuclear energy. Additionally, bidirectional causality exists between technological innovations, renewables, non-renewables, and natural resources with carbon footprint. This recommends that these nations should integrate energy policy activities and develop energy strategy consistency by harmonizing the vital global nuclear energy aspects to assist a well-calibrated energy structure.",,,
