type_of_reference,primary_title,authors,journal_name,volume,start_page,year,date,issn,doi,urls,keywords,abstract,number,end_page
JOUR,Water footprint of shale gas development in China in the carbon neutral era,"['Zhong, Cheng', 'Hou, Deyi', 'Liu, Baicang', 'Zhu, Songbai', 'Wei, Tong', 'Gehman, Joel', 'Alessi, Daniel S.', 'Qian, Pei-Yuan']",Journal of Environmental Management,331,117238,2023,2023/04/01/,0301-4797,https://doi.org/10.1016/j.jenvman.2023.117238,['https://www.sciencedirect.com/science/article/pii/S0301479723000269'],"['Carbon neutral', 'China', 'Shale gas', 'Hydraulic fracturing', 'Water management']","The production of shale gas in China has repercussions for the global energy landscape and carbon neutrality. However, limited and threatened water resources may hinder the expansion of shale-derived natural gas, one of China's most promising development prospects. Coupling historical trends with policy guidance, we project that baseline water stress will intensify in two-thirds of China's provinces in the next decade. By 2035, annual water use for shale gas hydraulic fracturing activities is likely to increase to 16–35 million m3, with 13.8–23.7 million m3 of wastewater produced annually to extract 38–48 billion m3 of gas from ∼4800 shale gas wells. Analysis suggests that this projection is based on previously underestimated geological constraints (e.g., deep continental facies) in shale gas development in China. Nevertheless, forecasts suggest that the water footprint of shale development will become impossible to ignore, particularly in drought-stricken areas, indicating the potential risk of competition for water among shale development, domestic use, food production, and ecological protection. Meanwhile, the annual wastewater management market will increase to $0.2 billion by 2035. Our study suggests a critical need to direct attention to the (shale) energy-water nexus and develop multi-pronged policies to facilitate China's transition to carbon neutrality.",,
JOUR,The carbon footprint of a knowledge organization and emission scenarios for a post-COVID-19 world,"['El Geneidy, Sami', 'Baumeister, Stefan', 'Govigli, Valentino Marini', 'Orfanidou, Timokleia', 'Wallius, Venla']",Environmental Impact Assessment Review,91,106645,2021,2021/11/01/,0195-9255,https://doi.org/10.1016/j.eiar.2021.106645,['https://www.sciencedirect.com/science/article/pii/S0195925521000950'],"['Carbon footprint', 'Knowledge organization', 'Indirect emissions', 'Mitigation', 'Carbon offsetting', 'Travel', 'COVID-19 pandemic']","The looming climate crisis requires an immediate response, in which organizations, as major contributors, should play a central role. However, these organizations need appropriate tools to measure and mitigate their climate impacts. One commonly applied method is carbon footprint analysis. Carbon footprint analyses have been conducted for various types of organizations, but knowledge organizations, such as universities and research institutes, have received far less attention, because their carbon footprint is often less visible and can be easily underestimated. This study is based on the carbon footprint analysis of one multinational knowledge organization. This analysis then helped identify the major sources of climate impacts in other such knowledge organizations. These are mainly indirect emissions (Scope 3) and to a large extent (79%) travel-related emissions. Based on these findings, three scenarios for a post-COVID-19 world were developed and analyzed. The results from the first two scenarios showed that despite a reduction in business travel and employees working from home, Scope 3 and travel-related emissions would remain the largest contributor. Only in the unlikely case of the third, non-recovery scenario did the share of travel-related emissions drop, turning heating into the largest contributor. In addition to measuring the carbon footprint, the study discusses potential mitigation strategies knowledge organizations could apply to reduce their carbon footprint. The focus is on how to avoid and reduce emissions, but new forms of carbon offsetting are also addressed. Based on the findings, a mitigation policy framework and recommendations for further research are proposed.",,
JOUR,"Census villages and the ecological footprint: Alternate data sources, policy analyses, and communication","['Kuzyk, Les W']",Ecological Indicators,157,111203,2023,2023/12/15/,1470-160X,https://doi.org/10.1016/j.ecolind.2023.111203,['https://www.sciencedirect.com/science/article/pii/S1470160X23013456'],"['Census Village', 'Ecological Footprint', 'Carbon footprint', 'Lifestyle', 'Communication', 'Gamification']","Building on existing national census geographies and high-quality local bottom-up data, the Ecological Footprint is calculated for high GIS resolution Census Villages. The Calgary Urban Region case study is compared with the Kootenay Towns and Rural Region in the adjacent province. Top-down Statistics Canada villages surveyed across Canada on a five-year cycle function as the primary consumption data source. Building utilities energy, and registered vehicles fuel consumption add accuracy in quantification of Ecological Footprint housing and transportation components. Urban data is extrapolated outside the core city to evaluate regional Census Villages. This hybrid model proposes the national survey Census Villages function as the optimal Ecological Footprint geography. Top-down surveyed data supports municipal decision-making and bottom-up data extrapolated outside the core city allows precision climate action analyses and policy communications. Median household income remains a proxy and functions as the only footprint estimation for some components. Precision bottom-up data results in increased communications capabilities. The gamification of Villages is proposed to influence action on unsustainability in the promotion of thinking globally when messaging locally. This hybrid method proposes to inform and influence global sustainability via Canadian or other national similar sized survey geographies. Replication in other nations and urban contexts has potential.",,
JOUR,Multi-dimensional factor coupling-driven mechanism of spatio-temporal evolution of energy ecological footprint: Evidence from China,"['Yu, Nan', 'Sun, Renjin', 'Yang, Su']",Ecological Indicators,159,111701,2024,2024/02/01/,1470-160X,https://doi.org/10.1016/j.ecolind.2024.111701,['https://www.sciencedirect.com/science/article/pii/S1470160X24001584'],"['Driving factors', 'Energy ecological footprint', 'Spatio-temporal evolution', 'Transition mechanism']","The energy ecological footprint measures the environmental impact of energy consumption and is an important indicator for assessing sustainable development. This study introduced the concept of embodied carbon and developed a new energy ecological footprint accounting model. The Spatial Durbin Model was used to analyze the spillover effects of various factors influencing the energy ecological footprint. The quantile regression method was applied to examine the phased impact of each influencing factor on spatio-temporal evolution of the energy ecological footprint. A nested matrix was constructed to classify the quantile response types of each influencing factor and the spatio-temporal transition types. Additionally, a governance model for regional energy ecological footprint reduction was proposed. The results showed that: First, the spatio-temporal distribution of the energy ecological footprint of China's 29 provinces was not completely random while the energy ecological footprint of each province had significant spatial correlation characteristics. Moreover, the change of energy ecological footprint affected by its neighboring provinces. Second, industrial structure, environmental regulation, and urbanization level had a critical effect on the spatio-temporal evolution of China's energy ecological footprint. Furthermore, each factor will affect the change of the energy ecological footprint in the surrounding areas through the spatial transmission mechanism of the influencing factors, and there was a significant spatio-temporal spillover effect. Third, there were driving and constraint modes of spatio-temporal transition in the process of spatial agglomeration of energy ecological footprint in each province. Quantile regression model can well explain the driving mechanism of each driving factor on the spatio-temporal transition of energy ecological footprint, and there was a strong nesting between the quantile of driving factors at different response stages and the types of spatio-temporal transition of energy ecological footprint. These findings can serve as a basis for decision-making and help formulate targeted policies, considering the “common but differentiated” approach, to reduce China's energy ecological footprint at the provincial level.",,
JOUR,Carbon footprint management: A review of construction industry,"['Labaran, Yahaya Hassan', 'Mathur, Vivek Shankar', 'Muhammad, Shehu Usman', 'Musa, Auwal Alhassan']",Cleaner Engineering and Technology,9,100531,2022,2022/08/01/,2666-7908,https://doi.org/10.1016/j.clet.2022.100531,['https://www.sciencedirect.com/science/article/pii/S2666790822001367'],"['Carbon footprint', 'Mitigation', 'Management', 'Greenhouse gas', 'Lifecycle assessment', 'Construction', 'Global warming', 'Sustainable', 'Construction material', 'Green building', 'Rating system']","Climate change is happening now, it is increasing presently, it is affecting us even more, and it will have a massive impact on us unless immediate and systemic action is taken to reduce and respond to its devastating consequences. One of such actions is the management of carbon emission from the construction industry, as it is one of the major sectors that contributes a substantial amount of greenhouse gases into our environment. Several efforts were made by many researchers towards developing various standards, techniques, and tools to assist in the management of the greenhouse gas emission from the industry. Some of these efforts include the green building concept itself, development of various rating systems, and sustainable construction materials. As such, this paper reviewed the several contributions of these researchers across the globe towards this dimension. And, after a thoroughly analysis of some of these contributions, it was found that there are inadequate research findings on the interconnected relationship between different drivers that are linked to low-carbon construction, highlighting the significant need for the establishment of an internationally recognized rating system under the United Nations which will include the measurements and quantification of the carbon footprint as one of its main parameters.",,
JOUR,"Carbon footprint of cotton production in China: Composition, spatiotemporal changes and driving factors","['Huang, Weibin', 'Wu, Fengqi', 'Han, Wanrui', 'Li, Qinqin', 'Han, Yingchun', 'Wang, Guoping', 'Feng, Lu', 'Li, Xiaofei', 'Yang, Beifang', 'Lei, Yaping', 'Fan, Zhengyi', 'Xiong, Shiwu', 'Xin, Minghua', 'Li, Yabing', 'Wang, Zhanbiao']",Science of The Total Environment,821,153407,2022,2022/05/15/,0048-9697,https://doi.org/10.1016/j.scitotenv.2022.153407,['https://www.sciencedirect.com/science/article/pii/S0048969722004995'],"['Cotton', 'Carbon footprint', 'Life cycle assessment', 'Carbon neutral', 'Carbon peaks']","Analyzing the carbon footprint of crop production and proposing low-carbon emission reduction production strategies can help China develop sustainable agriculture under the goal of ‘carbon peak and carbon neutrality’. Cotton is an economically important crop in China, but few reports have systematically quantified the carbon footprint of China's cotton production and analyzed its spatiotemporal changes and driving factors. This study used a life cycle approach to analyze the spatiotemporal changes and identify the main components and driving factors of the carbon footprint of cotton production in China between 2004 and 2018 based on statistical data. The results showed that the carbon footprint per unit area of cotton in Northwest China, the Yellow River Basin and the Yangtze River Basin reached 6220.13 kg CO2eq·ha−1, 3528.14 kg CO2eq·ha−1 and 2958.56 kg CO2eq·ha−1, respectively. From 2004 to 2018, the CFa in the Yellow River Basin and Northwest China increased annually, with average increases of 59.87 kg CO2eq·ha−1 and 260.70 kg CO2eq·ha−1, respectively, while the CFa in the Yangtze River Basin decreased by an average of 21.53 kg CO2eq·ha−1 per year. The ridge regression and Logarithmic Mean Divisia Index (LMDI) model showed that fertilizer, irrigation electricity and agricultural film were the main influences on carbon emission growth at the micro level and that the economic factor was the key factor at the macro level. Improving the efficiency of cotton fertilization and electricity use and ensuring the high-quality development of the cotton industry are effective strategies to reduce the carbon footprint of cotton cultivation in the future. This study comprehensively uses statistical data and mathematical modeling to provide theoretical support for accounting and in-depth analysis of cotton carbon emissions. The results are valuable for policy making related to sustainable development and the low-carbon development of the Chinese cotton industry.",,
JOUR,The effect of traffic-light labels and time pressure on estimating kilocalories and carbon footprint of food,"['Panzone, Luca A.', 'Sniehotta, Falko F.', 'Comber, Rob', 'Lemke, Fred']",Appetite,155,104794,2020,2020/12/01/,0195-6663,https://doi.org/10.1016/j.appet.2020.104794,['https://www.sciencedirect.com/science/article/pii/S0195666319310207'],"['Numerical assessments', 'Sustainable diets', 'Carbon footprint', 'Kilocalories', 'Threshold analysis', 'Multi-level modelling']","Food consumption decisions require consumers to evaluate the characteristics of products. However, the literature has given limited attention to how consumers determine the impact of food on health (e.g., kilocalories) and on the environment (e.g., carbon footprint). In this exercise, 1511 consumers categorised 43 food products as healthy/unhealthy and good/bad for the environment, and estimated their kilocalories and carbon footprint, which were known to the investigator. The task was performed either with no stimuli (a control group), under time pressure only, with traffic-light labels only, or both. Results show that traffic-light labels: 1) operate through improvements in knowledge, rather than facilitating information processing under pressure; 2) improve the ability to rank products by both kilocalories and carbon footprint, rather than the ability to use the metric; 3) reduce the threshold used to categorise products as unhealthy/bad for the environment, whilst raising the threshold used to classify products as good for the environment (but not healthy). Notably, traffic-light increase accuracy by reducing the response compression of the metric scale. The benefits of labels are particularly evident for carbon footprint. Overall, these results indicate that consumers struggle to estimate numerical information, and labels are crucial to ensure consumers make sustainable decisions, particularly for unfamiliar metrics like carbon footprint.",,
JOUR,Carbon footprint and carbon emission intensity of grassland wind farms in Inner Mongolia,"['Liu, Pengtao', 'Liu, Luyao', 'Xu, Xue', 'Zhao, Yanyun', 'Niu, Jianming', 'Zhang, Qing']",Journal of Cleaner Production,313,127878,2021,2021/09/01/,0959-6526,https://doi.org/10.1016/j.jclepro.2021.127878,['https://www.sciencedirect.com/science/article/pii/S0959652621020965'],"['Life cycle assessment', 'Wind farm', 'Carbon footprint', 'Carbon emission intensity', 'Inner Mongolia grassland']","Greenhouse gas emissions are the primary cause of global warming, and active development of renewable energy has become popular in resource utilization. Wind power, as the second largest renewable energy source, plays an important role in the power industry, and clarifying the carbon footprint and carbon emission intensity of wind farms is the basis for their rational use. Although the study of the carbon footprint of wind farms has attracted considerable attention, the characteristics of the carbon footprint and carbon emission intensity of wind farms in grassland areas compared with other types of wind farms have not been determined to date. As an important part of the world's largest Eurasian grassland, the installed capacity of wind farms in the grasslands of Inner Mongolia ranks first in China. In this study, the carbon footprint of the production, transportation, construction, operation, and disposal stages was evaluated by using the life cycle assessment method in a 49.5 MW wind farm in the Inner Mongolia grassland, and its carbon emission intensity was explored in depth. The results showed the following: (1) The carbon footprint of the wind farm in the grassland area was 18701.29 t, of which the construction stage accounted for the largest proportion at 56.74%, and the other stages, ranging from highest to lowest, were production, disposal, transportation, and operation stages, which were 28.18%, 12.08%, 2.76%, and 0.24%, respectively. (2) The carbon footprint of material recycling was 18726.53 t, and the reduced carbon emissions accounted for 50.03% of the total carbon emissions. (3) The carbon emission intensity of the wind farm was 6.57 g/kWh, which is approximately 148.45 times, 72.91 times, 127.85 times, and 3.50 times less than the carbon emission intensity of the four non-renewable energy sources of coal, natural gas, oil, and nuclear power, respectively. (4) Wind power have lower carbon emission intensities than the four renewable energy sources of hydropower, biomass, and photovoltaics. This study highlights the very important role played by system boundaries when employing life cycles to evaluate carbon footprints. Compared with offshore wind farms and non-grassland wind farms, grassland wind farms have the lowest carbon emission intensity. The promotion of wind farms has excellent potential in grassland areas.",,
JOUR,An insight into seasonal variations in food waste characteristics and associated carbon footprint management,"['Cherukuri, Nithin Raja', 'Parthasarathy, Purushothaman']",Kuwait Journal of Science,51,100075,2024,2024/01/01/,2307-4108,https://doi.org/10.1016/j.kjs.2023.07.001,['https://www.sciencedirect.com/science/article/pii/S2307410823000858'],"['Food waste', 'Physico-chemical characteristics', 'Seasonal variation', 'Carbon footprint']","The abundant stockpiling of food waste (FW) which leads to climate change has been a growing concern over its carbon footprint (CF) in recent years. In India, student enrollment in higher education has been increasing in recent years, reaching close to 4 billion, especially in universities. The present study aims to identify varying characteristics of FW generated in a university hostel mess due to temporal and seasonal conditions. This study evaluates consumer attitudes and behaviors concerning FW, and artificial neural networks are also used to forecast the percentage of FW streams based on various characteristics. FW characters were found to vary with time and temperature. High moisture content during autumn and winter seasons was found to decrease destructible solids content, a key parameter governing biogas generation. Statistical assay of FW quantity shows that FW generation is high during the weekdays followed by Saturdays, whereas during festivals and Sundays, the generation is highly variable, which might be due to the presence of inmates during holidays. Based on data from six months sample data set, it is projected that 716.57 ​kgs of food were wasted per day with 1361.48 ​kgs carbon dioxide equivalent (CO2 eq.) related CF. It showed that parameters such as household wealth, meal contentment, meal days, education, sex, and food-saving efforts significantly impacted the CF of FW. The avoidable FW can be stopped nonetheless to prevent shadowed CF. It can be concluded that effective FW management can be done by varying number of collection points, where FW accumulation varies in a year, enabling an efficient source sorting process. This will help in transferring the FW to proper treatment and management process like anaerobic digestion and composting. The Anaerobic digestion pose an efficient methods of FW management due to its high potency in biogas production.",1,
JOUR,"Analysis and prediction of crop water footprints in the Fen River Basin of Shanxi Province, China","['Li, Man', 'Zhang, Junjie', 'Liu, Huancai', 'Li, Shanshan']",Climate Services,35,100504,2024,2024/08/01/,2405-8807,https://doi.org/10.1016/j.cliser.2024.100504,['https://www.sciencedirect.com/science/article/pii/S2405880724000591'],"['Water footprint', 'Food crops', 'Climate change', 'Prediction', 'Fen River Basin']","In China, the major water user is agriculture. Under the background of climate change and with the pressure of scarce water resources, the study of crop water footprints serves as a theoretical basis for regional optimization of water resource management, fine-tuning crop planting structures and actively addressing the negative impacts of climate change on agricultural production, among other critical issues. Leveraging meteorological and agricultural data, we employed Taiyuan which is situated in Fen River Basin as our focal research subject and calculated and analyzed the water footprint variations concerning six major food crops—wheat, corn, grain, sorghum, soybean, and potato—from 2000 to 2020. Through meticulous examination, we identified the predominant contribution of blue water (45 %) to the total water footprint, followed by green water (39 %), with grey water playing the smallest role (16 %), indicating that the use of water for crops in the Fen River Basin mainly consumes surface water and groundwater. Our investigation reveals a complementary association between blue water and green water, while both blue water and grey water exhibit an overall declining tendency from 2000 to 2020. Moreover, our predictive modeling of food crop water footprints, considering various SSPs-RCPs scenarios refered from IPCC, points towards a peak within the coming 10–20 years, with a growth rate of 16.2 % to 33.0 %, followed by a subsequent decline. Particularly, in SSP3-7.0 scenario, the water footprint of food crops presents the highest, with a growth rate of up to 33.0 % because of the continuous growth of population and the increase of crop sowing area, while in SSP1-2.6 scenario, the water footprint of food crops shows the lowest, with a growth rate of 16.2 % because of the decrease in population and crop sowing area, before the middle of the current century.",,
JOUR,The Globalization and Ecological Footprint in European Countries: Correlation or Causation?,"['Karimli, Turan', 'Mirzaliyev, Nihal', 'Guliyev, Hasraddin']",Research in Globalization,8,100208,2024,2024/06/01/,2590-051X,https://doi.org/10.1016/j.resglo.2024.100208,['https://www.sciencedirect.com/science/article/pii/S2590051X24000170'],"['Globalization', 'Ecological footprints', 'Panel granger non-causality test']","Exploring the influencing factors of the ecological footprint is a current focus. However, the impacts of globalization on the ecological footprint are inconclusive due to the complexity among variables. The objective of this paper is to investigate the effects of globalization on the ecological footprint in 35 European countries in 1970–2020. While conducting the research, causality, which goes beyond correlation, was emphasized, and the new panel noncausality test is employed. The results indicate that globalization is generally Granger-cause of the ecological footprint in European countries. Additionally, the individual causation test results also show a unidirectional causality from economic globalization to the ecological footprint, bidirectional causality between social globalization and the ecological footprint, and no causality exists between political globalization and the ecological footprint. In conclusion, this paper not only provides valuable insights into the complex dynamics between globalization and ecological footprints but also offers nuanced policy recommendations tailored to European countries. These recommendations are designed to guide them toward achieving long-term sustainability in the face of the intricate relationships between globalization and ecological footprints.",,
JOUR,Assessing the embodied carbon footprint of IoT edge devices with a bottom-up life-cycle approach,"['Pirson, Thibault', 'Bol, David']",Journal of Cleaner Production,322,128966,2021,2021/11/01/,0959-6526,https://doi.org/10.1016/j.jclepro.2021.128966,['https://www.sciencedirect.com/science/article/pii/S0959652621031577'],"['Internet-of-Things (IoT)', 'Life-cycle assessment (LCA)', 'Carbon footprint (CF)', 'Cradle-to-gate', 'Sustainability']","In upcoming years, the number of Internet-of-Things (IoT) devices is expected to surge up to tens of billions of physical objects. However, while the IoT is often presented as a promising solution to tackle environmental challenges, the direct environmental impacts generated over the life cycle of the physical devices are usually overlooked. It is implicitly assumed that their environmental burden is negligible compared to the positive impacts they can generate. Yet, because IoT calls for a massive deployment of electronic devices in the environment, life-cycle assessment (LCA) is an essential tool to leverage in order to avoid further increasing the stress on our planet. Some general LCA methodologies for IoT already exist but quantitative results are still scarce. In this paper, we present a parametric framework based on hardware profiles to evaluate the cradle-to-gate carbon footprint of IoT edge devices. We exploit our framework in three ways. First, we apply it on four use cases to evaluate their respective production carbon footprint. Then, we show that the heterogeneity inherent to IoT edge devices must be considered as the production carbon footprint between simple and complex devices can vary by a factor of more than 150×. Finally, we estimate the absolute carbon footprint induced by the worldwide production of IoT edge devices through a macroscopic analysis over a 10-year period. Results range from 22 to 562 MtCO2-eq/year in 2027 depending on the deployment scenarios. However, the truncation error acknowledged for LCA bottom-up approaches usually lead to an undershoot of the environmental impacts. We compared the results of our use cases with the few reports available from Google and Apple, which suggest that our estimates could be revised upwards by a factor around 2× to compensate for the truncation error. Worst-case scenarios in 2027 would therefore reach more than 1000 MtCO2-eq/year. This truly stresses the necessity to consider environmental constraints when designing and deploying IoT edge devices.",,
JOUR,Downscaling consumption to universal basic income level falls short of sustainable carbon footprint in Finland,"['Kalaniemi, Salla', 'Ottelin, Juudit', 'Heinonen, Jukka', 'Junnila, Seppo']",Environmental Science & Policy,114,377,2020,2020/12/01/,1462-9011,https://doi.org/10.1016/j.envsci.2020.09.006,['https://www.sciencedirect.com/science/article/pii/S1462901119315333'],"['Greenhouse gas emissions', 'Climate change', 'Carbon budget', 'Sustainable consumption', 'Degrowth', 'Input-output analysis']","Human economic activities and following carbon emissions have been recognized to be a real threat to the environment. The current levels of consumption-based carbon footprints in all developed economies grossly exceed the sustainable level. Scientists have concluded that in addition to technological solutions, downscaling of consumption and far-reaching changes in lifestyles will be needed to achieve environmental sustainability. In this study, we provide a tangible real-world example that reveals the scale of the needed change from a perspective of a European welfare state citizen. Universal basic income (UBI) represents an income that is just enough to fulfil basic needs, such as food, shelter, and medication. In our case country, Finland, UBI is in practice at the same level as the income of the lowest income decile. The purpose of this study is to present and analyse the carbon footprints at a consumption level that corresponds to UBI. We compare the carbon footprints at this low-income level to average Finnish carbon footprints and discuss their sustainability in the light of global carbon budgets. We use an input-output approach based on the Finnish ENVIMAT model. The average carbon footprint at the UBI level is 4.8 tCO2-eq and it focuses on necessities. It’s significantly lower than the average carbon footprint in Finland, 9.4 tCO2-eq, but still far from the level compatible with the current climate change mitigation targets. The results emphasize how challenging it is to find true low-carbon solutions for living in affluent countries. Lifestyle changes and technological leaps need to be combined and fostered by legislation.",,383
JOUR,Tillage strategies optimize SOC distribution to reduce carbon footprint,"['Cui, Haixing', 'Wang, Yuanyuan', 'Luo, Yongli', 'Jin, Min', 'Chen, Jin', 'Pang, Dangwei', 'Li, Yong', 'Wang, Zhenlin']",Soil and Tillage Research,223,105499,2022,2022/09/01/,0167-1987,https://doi.org/10.1016/j.still.2022.105499,['https://www.sciencedirect.com/science/article/pii/S0167198722001854'],"['Carbon footprint', 'Tillage method', 'N rate', 'Soil organic carbon', 'Annual grain yield']","Tillage methods and nitrogen (N) application are critical for soil organic carbon (SOC) sequestration and crop production. However, both tillage and N are the main contributors to the carbon footprint (CF) in agricultural production. A 6-year-long field experiment was conducted under a winter wheat-summer maize cropping system in Northern China to test how tillage methods (RT, annual rotary tillage; DT, annual deep tillage; and TT, RT applied annually with a DT interval of two years) and N rates (300 kg ha–1, N300; 225 kg ha–1, N225; 165 kg ha–1, N165) affect SOC sequestration, greenhouse gas (GHG) emissions, and annual grain yield. And, the CF was used to evaluate ecological sustainability. RT preferentially sequestrated SOC in the 0–10 cm soil layer. In the 10–30 cm soil layers, 2.87–3.82 and 1.85–2.53 Mg ha–1 greater SOC were respectively observed under DT and TT than RT, which was conducive to maximizing annual grain yield with less N application (N225) relative to traditional farming practice (RT-N300). Both increasing N rate and deep tillage resulted in obvious increases in the total GHG emissions. N fertilizer production and transportation were the greatest contributors, accounting for 40.4–47.0% of the total GHG emissions, followed by direct N2O and CH4 emissions (23.5–30.5%). TT-N225 significantly reduced CF (CF including SOC sequestration was 0.49 Mg CO2 eq ha–1 year–1 lower than DT-N225, and was 1.87 Mg CO2 eq ha–1 year–1 lower than RT-N300) and maintained high crop productivity while creating appropriate soil conditions and thus may be a much cleaner agricultural strategy in Northern China. And, the strategy of reducing N application in agricultural production by improving soil properties of the plow layer in this study can also be referred to in other ecological regions.",,
JOUR,The carbon footprint of general anaesthetics: A case study in the UK,"['Hu, Xiaocheng', 'Pierce, JM Tom', 'Taylor, Tim', 'Morrissey, Karyn']","Resources, Conservation and Recycling",167,105411,2021,2021/04/01/,0921-3449,https://doi.org/10.1016/j.resconrec.2021.105411,['https://www.sciencedirect.com/science/article/pii/S0921344921000185'],"['Inhalational anaesthetic gases', 'Propofol', 'Carbon footprint', 'Vapour capture technology']","The UK National Health Service (NHS) aims to achieve net zero carbon emissions by 2050. One measure for reaching this target outlined in the NHS long-term plan (2019) is to reduce the carbon footprint of inhalational anaesthetic gases (IAGs). We modelled the synthesis of commonly used IAGs - sevoflurane, isoflurane, and desflurane - in comparison to intravenous propofol and estimated the carbon footprint generated throughout their lifetime, from manufacturing of raw materials to emissions of IAGs vented from operating theatres. We find that the carbon footprint of IAGs varies significantly depending on the method of chemical synthesis. Our results indicate that the carbon footprint of IAGs is minimised when using oxygen/air mix as the carrier gas at the lowest flow rate while applying a vapour capture technology (VCT). In this scenario, the carbon footprint of sevoflurane per minimum alveolar concentration hour is similar to that of propofol, which is a significant finding given that previous studies have favoured propofol as a means of carbon footprint reduction and only the active pharmaceutical ingredient of propofol was examined. Further, we show that the carbon footprint of sevoflurane used in the NHS during 2018, in the absence of VCTs, is not smaller than that of desflurane if sevoflurane is synthesised from tetrafluoroethylene. Therefore, to reduce the carbon footprint of IAGs, this study supports the continued reduction in the use of nitrous oxide and recommends a wider adoption of VCTs.",,
JOUR,Decomposing the carbon footprints of multinational enterprises along global value chains,"['Yan, Yunfeng', 'Li, Xiyuan', 'Wang, Ran', 'Zhao, Zhongxiu', 'Jiao, Aodong']",Structural Change and Economic Dynamics,66,13,2023,2023/09/01/,0954-349X,https://doi.org/10.1016/j.strueco.2023.03.011,['https://www.sciencedirect.com/science/article/pii/S0954349X23000425'],"['Multinational enterprises', 'Carbon footprints', 'Global value chains', 'Hierarchical structural decomposition analysis']","Significant environmental impacts of multinational enterprises (MNEs) are beyond firms and countries because of their cross-border production-sharing activities. In this paper, we trace MNEs’ carbon footprints (CFs) to the upstream along global value chains (GVCs) and analyze the driving factors that lead to changes in MNEs’ CFs through hierarchical structural decomposition analysis. Our findings show that the distribution of MNEs’ CFs is highly consistent with the distribution of their GVC production networks, where these CFs are mainly concentrated in advanced economies, and emerging markets and developing economies only account for a small but gradually increasing share. Further, MNEs’ CFs are mainly attributed to medium high/high-tech manufacturing, especially in emerging markets and developing economies, where over one-half of these firms’ CFs are generated in computer, electronics and optical products and motor vehicle production. Finally, we analyze the different impacts of changes in the emissions of domestic-owned enterprises, foreign-invested enterprises in host countries and emissions generated abroad on MNEs’ CFs as well as the main driving factors leading to these changes in the US, Germany, China, India, Mexico and Singapore. Our findings provide support for MNEs’ whole global-value-chain emission control to realize global carbon neutrality and shed light on possible pathways for mitigating the domestic carbon emissions of economies that are deeply integrated into GVCs.",,28
JOUR,"Life cycle carbon, energy, water, and landuse footprints of agricultural residue-based biojet fuel in Bangladesh","['Sharno, Marjia Afroz', 'Hiloidhari, Moonmoon']",Bioresource Technology Reports,20,101234,2022,2022/12/01/,2589-014X,https://doi.org/10.1016/j.biteb.2022.101234,['https://www.sciencedirect.com/science/article/pii/S2589014X22002912'],"['Biojet fuel', '2nd Generation Biomass', 'Life Cycle Assessment', 'Carbon- Energy-Water-Landuse footprints', 'Energy Return on Investment (EROI)']","Biojet fuel is a low carbon alternative to fossil jet fuel. There is limited literature on life cycle environmental performance of biojet fuel from 2nd generation biomass feedstocks. This work (i) assesses biojet fuel potential from rice, wheat, jute and potato residues in Bangladesh, and (ii) conducts farm to factory gate attributional Life Cycle Assessment of biojet fuel. Different scenarios suggest Bangladesh can produce 1074 to 2548 million liters of biojet fuel annually, with 1810 million liters per annum being the most optimistic potential. This is 4.5 times higher than the current jet fuel demand of the country. Carbon, energy, and landuse footprints of biojet fuel are lower than fossil jet fuel, however, water footprint is higher. Energy Return on Investment (EROI) of biojet fuel ranges from 1.60 to 1.78. The results will contribute to UN SDGs 7 & 13 and biojet fuel development in Bangladesh.",,
JOUR,"Household carbon footprints inequality in China: Drivers, components and dynamics","['Wang, Keying', 'Cui, Yongyan', 'Zhang, Hongwu', 'Shi, Xunpeng', 'Xue, Jinjun', 'Yuan, Zhao']",Energy Economics,115,106334,2022,2022/11/01/,0140-9883,https://doi.org/10.1016/j.eneco.2022.106334,['https://www.sciencedirect.com/science/article/pii/S0140988322004637'],"['Household carbon footprints', 'Inequality', 'Lifestyle', 'Unconditional quantile regression', 'China']","The significant achievements in economic growth and urbanization in China have recently led to substantial increases of and great inequality in household carbon footprints (HCFs). To achieve efficiency and justice in emissions reduction, policymakers need to fully understand the sources of HCFs and identify the major causes of carbon inequality. By applying the Unconditional Quantile Regression (UQR) model and decomposition method to the Chinese household survey data, this paper investigates the distributional features of HCFs and their determinants. We find that HCFs are unevenly distributed due to differences in the volume and pattern of consumption, which are further determined by household characteristics and lifestyles. The intertemporal lifestyle changes have played a major role in the rise of HCFs inequality measured by various quantile emissions differentials. In addition, considerable increases in HCFs come from the high carbon emission groups, and most of the HCFs inequality stems from the 90–50 emissions differential. To transform the current carbon-intensive economy, policies are required to enhance environmental equity and encourage low-carbon lifestyles.",,
