,Title,Document Type,Authors,Source title,Volume,Year,Page start,Page end,DOI,Link,ISSN,Source,Keywords,Abstract
1308,3D printing CO2-activated carbon nanotubes host to promote sulfur loading for high areal capacity lithium-sulfur batteries,Article,Chen H.; Liu J.; Cao W.; He H.; Li X.; Zhang C.,Nano Research,16.0,2023,8281,8289,10.1007/s12274-022-4741-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135554251&doi=10.1007%2fs12274-022-4741-4&partnerID=40&md5=8fe8cd5dbf1cbf55d03bc6fbe886612d,19980124,Scopus,CO<sub>2</sub>-activation; high areal capacity; lithium-sulfur battery; thick electrode; three-dimensional (3D) printing,"Lithium-sulfur batteries (LSBs) have emerged as a promising high energy density system in miniaturized energy storage devices. However, serious issues rooted in large volume change (80%), poor intrinsic conductivity, “shuttle effect” of S cathode, and limited mass loading of traditional electrode still make it a big challenge to achieve high energy density LSBs in a limited footprint. Herein, an innovative carbon dioxide (CO2) assisted three-dimensional (3D) printing strategy is proposed to fabricate three-dimensional lattice structured CO2 activated single-walled carbon nanotubes/S composite thick electrode (3DP S@CNTs-CO2) for high areal capacity LSBs. The 3D lattice structure formed by interwoven CNTs and printed regular macropores can not only act as fast electron transfer networks, ensuring good electronic conductivity of thick electrode, but is beneficial to electrolyte infiltration, effectively boosting ion diffusion kinetics even under a high-mass loading. In addition, the subsequent high-temperature CO2in-situ etching can induce abundant nanopores on the wall of CNTs, which significantly promotes the sulfur loading as well as its full utilization as a result of shortened ion diffusion paths. Owing to these merits, the 3DP S@CNTs-CO2 electrode delivers an impressive mass loading of 10 mg·cm−2. More importantly, a desired attribute of linearly scale up in areal capacitance with increased layers is observed, up to an outstanding value of 5.74 mAh·cm−2, outperforming most reported LSBs that adopt strategies that physically inhibit polysulfides. This work provides a thrilling drive that stimulates the application of LSBs in new generation miniaturized electronic devices. [Figure not available: see fulltext.] © 2022, Tsinghua University Press."
1309,The impact of natural resource abundance on ecological footprint: evidence from Algeria,Article,Chekouri S.M.; Chibi A.; Benbouziane M.,Environmental Science and Pollution Research,30.0,2023,69289,69306,10.1007/s11356-023-26720-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85156107132&doi=10.1007%2fs11356-023-26720-z&partnerID=40&md5=8b164261c3a9794dfd027c98532a9229,09441344,Scopus,Algeria; ARDL; Ecological footprint; Natural resources rents; Quantile-on-quantile regression,"The relationship between natural resources and the ecological footprint is a debate issue and shows inconclusive results. Therefore, the present study attempts to examine the role of natural resource abundance in shaping Algeria’s ecological footprint over the period 1970–2018 using autoregressive distributed lags (ARDL) and quantile-on-quantile regression (QQR). Empirical findings from the ARDL technique suggest that natural resource rents, GDP per capita, gross fixed capital formation, and urbanization increase ecological footprint. The QQR methodology, however, provided more insightful and in-depth findings compared to those of the ARDL. Interestingly, the findings of the QQR uncovered that while the impact of natural resources on ecological footprint is positive and substantial at the middle and upper quantiles, it gets weaker at the lower quantiles. This further implies that the over-extraction of natural resources would generate impacts on environmental degradation, while lesser natural resource extraction appears to be less detrimental to the environment. The QQR also reveals that economic growth, gross fixed capital formation, and urbanization have a positive effect on the ecological footprint in the majority of quantiles, with the exception of the lower quantiles of urbanization, where the effect is negative, indicating that the lowest degree of urbanization improved environmental quality in Algeria. Policymakers in Algeria are urged to pay critical attention to the management of the country’s natural resources, promote renewable energy sources, and develop public awareness to secure environmental sustainability. © 2023, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature."
1310,Targeting 1.5 degrees with the global carbon footprint of the Australian Capital Territory,Article,Goodwin K.; Allen C.; Teh S.H.; Li M.; Fry J.; Lenzen M.; Farrelly S.; Leon C.; Lewis S.; Chen G.; Schandl H.; Wiedmann T.,Environmental Science and Policy,144.0,2023,137,150,10.1016/j.envsci.2023.03.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151424816&doi=10.1016%2fj.envsci.2023.03.006&partnerID=40&md5=2b53202010ed8b6d03d6afbcbf8d1d62,14629011,Scopus,Climate policy; Consumption-based accounting; Mitigation policies; Multi-region input-output analysis; Scope 3; Urban sustainability,"In 2019 the Australian Capital Territory (ACT) government stated an ambition to prioritise reduction of Scope 3 greenhouse gas emissions, the size of which had not been fully quantified previously. This study calculated the total carbon footprint of the ACT in 2018, including Scope 1, 2 and 3 emissions and modelled scenarios to reduce all emissions in line with a 1.5 °C target approach. This is the first time a multi-scale analysis of local, sub-national and international supply chains has been undertaken for a city, using a nested and trade-adjusted global multi-region input-output model. This allowed for the quantification of global origins and destinations of emissions, which showed that the 2018 carbon footprint for the ACT was approximately 34.7 t CO2-eq/cap, with 83% attributed to Scope 3. Main contributions came from transport, electricity, manufacturing and public administration and safety, with emissions generated primarily in Australian States and Territories. Modelling in accordance with a 1.5 °C warming scenario showed a plausible reduction to 5.2 t CO2-eq/cap by 2045 (excluding offsets or carbon dioxide removal technologies), with remaining emissions predominantly embodied in international supply chains. This study demonstrates the radical changes required by a wealthy Australian city to achieve 1.5 °C compliance and identifies sectors and supply chains for prioritising policies to best achieve this outcome. © 2023 Elsevier Ltd"
1311,Optimal electricity distribution of ‘three innovations’ manufacturing enterprises under China’s peak carbon strategy,Article,Zhang C.; Guo Z.; Xu Z.; Jin H.,Applied Intelligence,53.0,2023,14043,14057,10.1007/s10489-022-04143-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140296118&doi=10.1007%2fs10489-022-04143-6&partnerID=40&md5=9feb692dde2785e6f8672fae9e2868ae,0924669X,Scopus,Electricity distribution; Manufacturing Enterprise; Non-cooperative game; Peak CarbonStrategy,"China’s carbon peak strategy constrains industry’s carbon footprint, limiting the total amount of electricity production from coal burning, rendering electricity a relatively scarce resource and affecting manufacturing enterprises’ production and operation activities. To address these circumstances, this paper applies a non-cooperative game model to describe the electricity resource distribution and product production process under enterprises’ competitive state, proposing an optimal electricity distribution analysis framework for manufacturing enterprises. The results of optimal electricity distribution for six subindustries in the ‘three innovations’ manufacturing industries (referring to a collection of economic activities to establish new industries, new formats and new business models) are analysed to examine the difference in electricity consumption efficiency among industries. The electricity quota of each industrial chain significantly differs before and after redistribution;therefore, the industrial differences of optimal electricity distribution are further explored from the perspective of industrial chains, revealing the supply–demand relationship of upstream, middle and downstream enterprises. Finally, corresponding policy suggestions and directions for further research are presented. © 2022, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature."
1312,Technical performance and environmental assessment of an ionic liquid-based CCS process for hydrogen production,Article,Hospital-Benito D.; Díaz I.; Palomar J.,Sustainable Production and Consumption,38.0,2023,283,294,10.1016/j.spc.2023.04.017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85156151338&doi=10.1016%2fj.spc.2023.04.017&partnerID=40&md5=7fd6ee13414e7d05ba2ee68abca45589,23525509,Scopus,CO<sub>2</sub> capture; H<sub>2</sub> production; Ionic liquids; LCIA; Process simulation,"Hydrogen (H2) production combined with carbon capture and storage (CCS) is anticipated to be an important technology contributing to reduce the carbon footprint of current fossil-based H2 production systems. This work addresses for the first time the techno-environmental assessment of a CCS process based on the ionic liquid [Bmim][Acetate] for H2 production by steam methane reforming (SMR) and the comparison to conventional amine-based systems. Two different SMR plants using MDEA or [Bmim][Acetate] for CO2 capture were rigorously modelled using Aspen Plus to compute material and energy needs and emissions. Literature and simulation results were then used to perform a life cycle impact assessment (LCIA) of these processes based on the ReCiPe model. Solvent synthesis, CCS process and hydrogen production stages were considered for the cradle-to-gate analysis. Results showed that although [Bmim][Acetate] is a priori more harmful to the environment than amines (in a kg-to-kg comparison), LCIAs carried out for both CCS processes showed from 5 to 17 % lower environmental impacts values for all estimated categories when using [Bmim][Acetate] due to a 9.4 % more energy-efficient performance than MDEA, which also reduced a 17.4 % the total utility cost. Indeed, if a typical amine loss rate of 1.6 kg/tCO2 is assumed, the values of the environmental impacts increase up to 14 % for the IL-based CCS plant, but still maintaining its favorable results over MDEA. As consequence, the SMR plant with the IL-based CCS system exhibited 3–20 % lower values for most of the studied impact categories. These results contribute to shed some light on evaluating the sustainability of ILs with respect to conventional solvents for CO2 capture and to guide the synthesis of new more sustainable ILs but also, they would be used to compare the environmental burdens from the synthesis and process performance of other promising ILs for CO2 capture that are not environmentally assed yet. © 2023 The Author(s)"
1313,Impact of green technological innovations on environmental quality for Turkey: evidence from the novel dynamic ARDL simulation model,Article,Ozkan O.; Khan N.; Ahmed M.,Environmental Science and Pollution Research,30.0,2023,72207,72223,10.1007/s11356-023-27350-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159076600&doi=10.1007%2fs11356-023-27350-1&partnerID=40&md5=4cad43a687ff41eab6ed95db4bf68d1e,09441344,Scopus,Dynamic ARDL; Ecological footprint; Energy consumption; GDP; Green technology innovation; Trade openness; Turkey; Urbanization,"The contribution of this research is to provide empirical evidence that investing in green technology innovation (GTI) can reduce the ecological footprint in Turkey, which can lead to sustainable economic growth and environmental quality. The research also highlights the importance of controlling energy consumption, GDP, trade openness, and urbanization, as these variables have a positive or negative effect on ecological footprint. The findings of this research can be useful for the Turkish government, policymakers, and environmentalists to promote the implementation of GTI and eco-friendly resources, which can reduce the impact of climate change and contribute to economic prosperity. Overall, this research provides important information for decision-makers to adopt policies that prioritize green innovation and environmental protection in Turkey. © 2023, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature."
1314,Scalable and dynamically passive thermal regulation over solar wavelengths enabled by phase-transition metamaterials,Article,Yan C.; Wang Z.; Qu J.; Chen Y.; Ma B.,Solar Energy,257.0,2023,257,265,10.1016/j.solener.2023.04.032,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153496246&doi=10.1016%2fj.solener.2023.04.032&partnerID=40&md5=a0b1d98437bde67f2bcc2489ecafe2e5,0038092X,Scopus,Dynamic thermal management; Passive heating; Phase-transition metamaterials; Solar harvesting; Spectral manipulation,"About 20% of all energy utilized worldwide is allocated to regulate the temperature of buildings through heating and cooling in response to seasonal changes. Numerous cutting-edge, low-carbon-footprint innovations have recently been demonstrated to assist resolve this issue, including passive radiative cooling and sun heating. Their accessibility is nevertheless constrained to particular seasons or climate zones by the steady and one-sided control of temperature. Here, taking advantage of recent breakthroughs in photonic manipulation and radiative heat transfer technology, we propose phase-transition metamaterials with dynamically passive and radiative thermal regulation capability for temperature control that can be scaled up for application in buildings. At a critical temperature, the sun absorptance of this metafilm can self-modulate from 0.9 to 0.18 as a result of temperature changes. This metafilm is made of reflective silver (Ag) thin film on top of polyethylene (PE) film with vanadium dioxide (VO2) nanoparticles embedded in it. By varying the volume percentages of the VO2 nanoparticles and the PE matrix thickness, this metafilm's optical performance can be tailored. We model the inactive dynamic thermal regulator's equilibrium temperature response to diurnal temperature swings. The industrial film extrusion approach has the potential to produce the nanoparticles embedded into the polymer structure, and the physical vapor deposition method can deposit the Ag thin film scalably, both of which are encouraging for scale-up deployment. This passive radiative heat thermal management technology can be potentially applied to regions with extreme annual temperature fluctuations. © 2023"
1315,On the Economic Viability of Solar Energy When Upgrading Cellular Networks,Article,Garroussi Z.; Badirou A.W.; D'Amours M.; Girard A.; Sanso B.,IEEE Transactions on Green Communications and Networking,7.0,2023,744,758,10.1109/TGCN.2022.3223622,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144030840&doi=10.1109%2fTGCN.2022.3223622&partnerID=40&md5=0a0378a072810fe9e0c4a96abfab67bd,24732400,Scopus,CAPEX; carbon tax; cell zooming; cellular networks; energy management; green energy; greenhouse gas emissions; network planning; network upgrade; OPEX; Solar base station,"The massive increase of data traffic, the widespread proliferation of wireless applications and the full-scale deployment of 5G and the IoT, imply a steep increase in cellular networks energy use, resulting in a significant carbon footprint. This paper presents a comprehensive model to show the interaction between the networking and energy features of the problem and study the economical and technical viability of green networking. Solar equipment, cell zooming, energy management and dynamic user allocation are considered in the upgrading network planning process. We propose a mixed-integer optimization model to minimize long-term capital costs and operational energy expenditures in a heterogeneous on-grid cellular network with different types of base station, including solar. Based on eight scenarios where realistic costs of solar panels, batteries, and inverters were considered, we first found that solar base stations are currently not economically interesting for cellular operators. We next studied the impact of a significant and progressive carbon tax on reducing greenhouse gas emissions (GHG). We found that, at current energy and equipment prices, a carbon tax ten-fold the current value is the only element that could make green base stations economically viable. © 2017 IEEE."
1316,Evaluation and projection of 4G and 5G RAN energy footprints: the case of Belgium for 2020–2025,Article,Golard L.; Louveaux J.; Bol D.,Annales des Telecommunications/Annals of Telecommunications,78.0,2023,313,327,10.1007/s12243-022-00932-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142923033&doi=10.1007%2fs12243-022-00932-9&partnerID=40&md5=7c069ab28a48ab8670b2f55ff939c396,00034347,Scopus,5G deployment; Base station power model; Energy footprint; Radio access network; Rebound effect,"Energy consumption of mobile cellular communications is mainly due to base stations (BSs) that constitute radio access networks (RANs). 5G technologies are expected to improve the RAN energy efficiency while supporting the forecasted growth in data traffic. However, the evolution of the absolute RAN energy consumption with 5G deployment is not clear. Moreover, existing BS power models are mostly derived from legacy equipment. Therefore, this work presents a method to evaluate and to project the total energy consumption of broadband RANs. We use on-site up-to-date measurements to determine power models of 4G BSs, showing a linear relationship between power consumption and data traffic with a static traffic-independent power component. We then build a prospective power model of 5G BSs by scaling 4G models with respect to bandwidth, number of data streams, and expected technological improvements. We apply this method to the RANs in Belgium over the 2020–2025 period for six scenarios of 5G deployment. Results show that the static energy consumption accounts for a major part of the total RAN energy consumption, which implies that concurrently operating 4G and 5G RANs consumes more energy than using only one generation. The sleep mode feature of 5G technology can reduce its RAN static energy consumption, improving energy efficiency by 10 times compared to 4G. Finally, we estimate the absolute carbon footprint of 4G and 5G RANs by considering embodied and operating greenhouse gas emissions. They follow a clear upward trend for scenarios with extensive 5G deployment. © 2022, Institut Mines-Télécom and Springer Nature Switzerland AG."
1317,Potential of ozone addition on dethrottling of a gasoline/ethanol blend-fueled direct injection spark ignition engine in part load,Article,Golke D.; Rohrig M.; Lanzanova T.D.M.; Martins M.E.S.; Windlin F.; Alegre G.,International Journal of Engine Research,24.0,2023,2523,2537,10.1177/14680874221123611,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139001232&doi=10.1177%2f14680874221123611&partnerID=40&md5=634affa0d5aa951659b2f1f5289788aa,14680874,Scopus,biofuels; Dethrottling; engine energy balance analysis; ozone addition; residual gas dilution,"Several efforts are required to improve engine efficiency and decrease global carbon dioxide (CO2) emissions and local pollutant products. In countries like Brazil, with a four-decade long experience with ethanol, the use of fossil fuels, although widespread, is being put under intense scrutiny. Governmental programs like ROTA 2030 stimulate engine research and development focused on environment-friendly fuels such as bioethanol-gasoline blends. Brazilian gasoline has about a quarter of ethanol, reducing the carbon footprint while maintaining suitable energy density. Regardless of the fuel, the load control method in part load operation of spark ignition engine causes a considerable penalty in fuel conversion efficiency. For these reasons, ozone addition was tested as an ignition enhancer that would allow higher de-throttling to reduce part-load pumping losses. The residual gas was used to dilute the mixture due to the possibility of keeping the three-way catalyst working properly with the stoichiometric mixture. An experimental investigation on efficiency, emissions and combustion related parameters was carried out in a downsized 1.0 l turbocharged direct-injected engine. Experimental tests were performed at 3 bar of indicated mean effective pressure (IMEP), 1500 rpm and stoichiometric air-fuel ratio. Spark timing (ST) was adjusted to achieve maximum indicated efficiency and the fuel used was Brazilian gasoline. Different ozone concentrations were used as a mixture with the intake air to overcome unstable engine operation by enhancing ignition. The results showed that it is possible to increase the gas exchange efficiency with ozone addition by promoting de-throttling operation with residual gases. Furthermore, the ozone addition exhibits the potential to promote autoignition of the end gas with spark assistance, even with a low compression ratio and residual gas fraction higher than 30%. However, the combustion efficiency is impaired by the higher residual gas fraction in some operation points that leave room for improvements. © IMechE 2022."
1318,"Water, land and carbon footprints of Chinese dairy in the past and future",Article,Yi J.; Gerbens-Leenes P.W.; Guzmán-Luna P.,Sustainable Production and Consumption,38.0,2023,186,198,10.1016/j.spc.2023.04.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152596919&doi=10.1016%2fj.spc.2023.04.004&partnerID=40&md5=5e11404a4633496eed842c6efe81ba8f,23525509,Scopus,Carbon footprint; Chinese food consumption; Chinese milk production; Dairy systems; Land footprint; Water footprint,"Chinese food consumption shifts towards larger milk consumption. Traditional dairy systems depended on China's grasslands, but modern industrial systems using feed from croplands increase rapidly. The question is whether China can fulfill future milk demand using its natural resources and remain within greenhouse gas emission boundaries. To determine this, this study combines three footprint analyses - water footprint (WF), land footprint (LF) and carbon footprint (CF) - estimated via production chain approach. It compares WFs, LFs and CFs of milk, meat, and manure from six dairy systems in three categories: traditional grazing, traditional mixed, and modern industrial systems. It estimates future footprints for five production scenarios for low and high milk demand. Between 2000 and 2020, industrial systems increased, accounting for 79 % of production in 2020, while traditional production decreased. Traditional grazing systems have large green WFs per kg (17.2 m3), negligible blue WFs and large LFs (46 m2 low quality grassland). Traditional mixed systems have large CFs per kg (2.93 kg CO2) due to low efficiency. Modern industrial systems rely partly on irrigated croplands and have small green WFs, but large blue WFs per kg (0.54 m3), grey WFs (0.24 m3) and small LFs (1.80 m2 cropland). The findings indicate that with dominating industrial systems, milk production relies more on irrigation and limited croplands. In a realistic low demand situation, milk consumption stabilizes. However, consumption triples if the Chinese follow nutritional advice, resulting in 4 to 6 times larger WFs, LFs and CFs in 2035 depending on production scenarios. In 2035, population is largest, from 2035 to 2050 footprints decrease again. However, China cannot produce the milk for a high consumption situation limited by grassland and cropland availability. Alternatively, China could import feed or milk. However, it is questionable whether these huge quantities are available on the global market. © 2023 The Authors"
1319,Multi-region Input-Output-based Carbon and Energy Footprint Analysis of U.S. Manufacturing,Article,Abbood K.; Egilmez G.; Meszaros F.,Periodica Polytechnica Social and Management Sciences,31.0,2023,91,99,10.3311/PPso.19554,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148103380&doi=10.3311%2fPPso.19554&partnerID=40&md5=c7da713cf5c553671f0321e5177cf5c0,14163837,Scopus,carbon and energy footprint; life cycle assessment; multi-region input-output (MRIO); statistics; sustainability; uncertainty,"In this research, U.S. manufacturing activities' life cycle-based carbon and energy footprint impacts have been quantified, taking international trade linkages with the rest of the world into account. The U.S economy has been integrated into a multi-region input-output (MRIO) life cycle assessment framework where total of 40 major economies, including the USA, China, Russia, and others, plus the rest of the world (ROW) were modelled to assess global energy and carbon footprint impacts. Each country's economy is assumed to compromise 35 major industries based on the WIOD database classification. A total of 1435 (41 × 35 = 1435) industries has therefore been taken to represent the global structure of the world economy. The novelty of the approach is that the MRIO model has been developed in a stochastic fashion, plus global trade-linked uncertainties have also been taken into consideration. Top carbon emitting and energy consumer industries and countries have been analysed using data analytics and statistical modelling methods. The results show that the USA is the largest contributor to the total carbon footprint (CFP) and the total energy footprint (EFP) with 81.73% and 84%, respectively. Moreover, the agriculture/hunting forestry/fishing sector and the electricity/gas/water supply sectors dominate the overall U.S. carbon footprint, contributing 22% and 21.28%, respectively. The coke/refined petroleum/nuclear fuel sector has the largest share of the total energy footprint, with 47.9% of the total impacts. © 2023 Budapest University of Technology and Economics. All rights reserved."
1320,Process intensification for the recovery of methane-rich biogas from dry anaerobic digestion of açaí seeds,Article,Sganzerla W.G.; Ampese L.C.; Parisoto T.A.C.; Forster-Carneiro T.,Biomass Conversion and Biorefinery,13.0,2023,8101,8114,10.1007/s13399-021-01698-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109289762&doi=10.1007%2fs13399-021-01698-1&partnerID=40&md5=d36bef2048a757ccbc1f3d958d6a711d,21906815,Scopus,Biogas; Biorefinery; Circular economy; Energy balance; Greenhouse gas mitigation; Methane,"Anaerobic digestion (AD) can be a suitable alternative for industrial waste treatment and energy recovery. In this study, the AD of açaí seeds was evaluated under mesophilic temperature and dry regime. The stirred-tank reactor, composed of açaí seeds (25%), inoculum (45%), and water (30%), was started up and operated in batch mode for 40 days. The results demonstrate that the total solids’ biodegradation reached 59.38%, and the accumulated biogas produced was higher than 6 L. A stable methane content was obtained after 22 days of digestion, with a composition of around 60%. The experimental methane yield (156.65 mL CH4 g−1 TS) was higher than the theoretical methane yield (116.36 mL CH4 g−1 TS), demonstrating that the dry AD process was favorable to methane production. From the biogas combustion in a heat and power unit, 21.88 kWh of electricity and 98.48 MJ of heat could be produced from 1 ton of açaí seeds submitted to dry AD, mitigating a total of 7.15 × 10−3 tCO2eq. From the proposed industrial process intensification, the adoption of dry AD could supply 43.19% of the energy required by the açaí processing industry. Hence, the AD can be a technological route for bioenergy recovery, contributing for reducing the açaí industry’s carbon footprint while promoting environmental, social, and economic benefits for the local sustainable development. Graphical abstract: [Figure not available: see fulltext.]. © 2021, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature."
1321,Catalytic CO2 Capture via Ultrasonically Activating Dually Functionalized Carbon Nanotubes,Article,Gao Y.; He X.; Mao K.; Russell C.K.; Toan S.; Wang A.; Chien T.; Cheng F.; Russell A.G.; Zeng X.C.; Fan M.,ACS Nano,17.0,2023,8345,8354,10.1021/acsnano.2c12762,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85154538495&doi=10.1021%2facsnano.2c12762&partnerID=40&md5=f3457ed97bdaf2f60c13d9c5478ff8cd,19360851,Scopus,carbon nanotubes; catalysts; CO<sub>2</sub> capture; monoethanolamine; sorption and desorption,"High energy consumption and high cost have been the obstacles for large-scale deployment of all state-of-the-art CO2 capture technologies. Finding a transformational way to improve mass transfer and reaction kinetics of the CO2 capture process is timely for reducing carbon footprints. In this work, commercial single-walled carbon nanotubes (CNTs) were activated with nitric acid and urea under ultrasonication and hydrothermal methods, respectively, to prepare N-doped CNTs with the functional group of −COOH, which possesses both basic and acid functionalities. The chemically modified CNTs with a concentration of 300 ppm universally catalyze both CO2 sorption and desorption of the CO2 capture process. The increases in the desorption rate achieved with the chemically modified CNTs can reach as high as 503% compared to that of the sorbent without the catalyst. A chemical mechanism underlying the catalytic CO2 capture is proposed based on the experimental results and further confirmed by density functional theory computations. © 2023 American Chemical Society."
1322,DEVELOPMENT OF ALKALI ACTIVATED CONCRETE USING FLY-ASH FOR REDUCING CARBON FOOTPRINT,Article,George G.K.; Revathi P.,ARPN Journal of Engineering and Applied Sciences,18.0,2023,993,1000,10.59018/0523130,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166000265&doi=10.59018%2f0523130&partnerID=40&md5=590e9dd5344ab9da62b4c657e2df7d0e,18196608,Scopus,geopolymer aggregate; geopolymer concrete; sodium hydroxide; sodium silicate,"The consumption of cement is increasing day by day due to the remarkable development in the infrastructure. One tonne of cement produced emits approximately one tonne of carbon dioxide into the atmosphere. To reduce the use of cement, new-generation concretes such as Alkali Activated Concrete, also known as geopolymer concrete (GPC), have been developed. Geopolymer is a novel material with the potential to replace conventional Portland cement. It is an inorganic material with an amorphous to semi-crystalline polymeric structure that is manufactured by alkali activation of amorphous aluminosilicates at ambient or slightly higher temperatures. In this study, geopolymer concrete was made with low-calcium fly ash. The geopolymer was created by combining sodium silicate and sodium hydroxide solutions with flyash. Other materials used for GPC include locally obtainable coarse aggregate and fine sand that is surface dried. Mettur Thermal Power Plant's low-calcium, Class F fly ash was used to make geopolymer concrete. Alkaline solution to fly ash ratio was varied from 0.3 to 0.45. The sodium hydroxide solution concentration was kept constant at 12M (Molars). After being cast in moulds; the specimens were placed in a 60°C oven for 24 hours before being allowed to air dry at room temperature. The compressive strength of geopolymer concrete was tested at 7 and 28 days of age. The test results show that compressive strength increases with an increase in alkali ratio and alkali-to-fly-ash ratio. The slump value for GPC is very less compared with conventional concrete. © 2006-2023 Asian Research Publishing Network (ARPN). All rights reserved."
1323,Investigation on Mechanical Strengths and Carbon Foot Print of Modified Foamed Concrete,Article,Boon K.H.; Jaini Z.M.; How T.T.,International Journal of Sustainable Construction Engineering and Technology,14.0,2023,31,40,10.30880/ijscet.2023.14.02.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159938181&doi=10.30880%2fijscet.2023.14.02.004&partnerID=40&md5=aaf15fc7d4ff6efe9795e73c3fc56ff2,21803242,Scopus,environmentally friendly; low carbon foot print; mechanical strengths; Modified foamed concrete,"This paper describes the work of a study carried out to investigate the mechanical strengths and carbon foot print of foamed concrete incorporating with local industrial wastes. Experiments were performed to obtain a minimum 28 days compressive strength of 15 MPa modified foamed concretes by using palm oil fuel ash (POFA) and fly ash (FA) as partial cement replacement and unprocessed rush husk ash (RHA) as partial fine aggregate replacement. Carbon footprint analysis was carried out by determining the CO2 emission for each constituent materials in the modified foamed concrete mixes. Although incorporation of POFA in the foamed concrete containing RHA fine aggregate gained lower mechanical strengths compared to the use of FA, the minimum compressive strength is still can be attained. In terms of the sustainability, modified foamed concrete with 30% POFA or 30% FA was found an encouraging reduction of carbon foot print up to about 30% compared to the control foamed concrete. Based on eco-strength indicator, the optimum foamed concrete mix with POFA was found to be at 22.5% cement replacement level. The eco-modified foamed concrete has good potential in civil engineering construction and environmentally friendly. © Universiti Tun Hussein Onn Malaysia Publisher’s Office."
1324,Redox-Active and Urea-Engineered-Entangled MOFs for High-Efficiency Water Oxidation and Elevated Temperature Advanced CO2Separation Cum Organic-Site-Driven Mild-Condition Cycloaddition,Article,Singh M.; Karmakar A.; Seal N.; Mondal P.P.; Kundu S.; Neogi S.,ACS Applied Materials and Interfaces,15.0,2023,24504,24516,10.1021/acsami.3c03619,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160022596&doi=10.1021%2facsami.3c03619&partnerID=40&md5=2108618bffd6b681823248e9fcc4536c,19448244,Scopus,dual functionality; electrochemical parameters; high-temperature CO<sub>2</sub>adsorption; microporous MOF; unconventional cycloaddition; water oxidation reaction,"Development of the multifaceted metal-organic framework (MOF) with in situ engineered task-specific sites can promise proficient oxygen evolution reaction (OER) and high-temperature adsorption cum mild-condition fixation of CO2. In fact, effective assimilation of these attributes onto a single material with advance performance characteristics is practically imperative in view of renewable energy application and carbon-footprint reduction. Herein, we developed a three-fold interpenetrated robust Co(II) framework that embraces both redox-active and hydrogen-bond donor moieties inside the microporous channel. The activated MOF demonstrates notable OER catalysis in alkaline medium via quasi-reversible Co2+/Co3+couple and unveils low overpotential with impressive 53.5 mV/dec Tafel slope that overpowers some benchmark, commercial, as well as contemporary materials. In particular, significantly increased turnover frequency (3.313 s-1at 400 mV) and fairly low charge-transfer resistance (3.02 ω) compared to Co3O4, NiO, and majority of redox-active MOFs together with 91% Faradaic efficiency and notable framework durability after multiple OER cycles endorse high-performance water oxidation. Pore-wall decked urea groups benefit appreciable CO2adsorption even at elevated temperatures with considerable MOF-CO2interactions and exhibit recurrent capture-release cycles at diverse temperatures. Interestingly, CO2selectivity displays radical upsurge with temperature rise, affording 40% improved CO2/N2value of 200 at 313 K, which outperforms many porous adsorbents and delineates real-time CO2scavenging potential. The guest-free MOF effectively catalyzes solvent-free CO2cycloaddition with broad substrate tolerance and satisfactory reusability under relatively mild condition. Opposed to the common Lewis acid-mediated reaction, two-point hydrogen-bonding activates the substrate, as supported from controlled experiments, juxtaposing the performance of an un-functionalized MOF and fluorescence modification-derived framework-epoxide interaction, providing valuable insights on unconventional cycloaddition route in the MOF. © 2023 American Chemical Society. All rights reserved."
