type_of_reference,primary_title,authors,journal_name,volume,start_page,year,date,issn,doi,urls,keywords,abstract,number,end_page,secondary_title
JOUR,Carbon footprint accounting method based on dynamic allocation of multi-level carbon data from manufacturing organizations to products,"['Xiang, Dong', 'Xu, Feng', 'Sah, Ravindra Kumar', 'Wei, Chang', 'Fang, Ke']",Journal of Cleaner Production,467,142865,2024,2024/08/15/,0959-6526,https://doi.org/10.1016/j.jclepro.2024.142865,['https://www.sciencedirect.com/science/article/pii/S095965262402314X'],"['Carbon data', 'Dynamic', 'Carbon footprint', 'Allocation', 'Monte Carlo method']","In the process of accounting for product carbon footprints, data quality is a key requirement. To mitigate the impacts of uncertainty, dynamism, and coupling in carbon data during product carbon footprint accounting, a method based on multi-level dynamic allocation of carbon data between organizations and products is proposed. First, considering the complex distribution and merging relationships between organizational carbon emissions and product carbon footprints, an AAC (Accounting Allocation Correlation) model between the two is constructed. Then, through EIS (Enterprise Information System), carbon data is obtained, and a multi-level dynamic allocation method for carbon data, as well as a Monte Carlo-based method for merging carbon data, is proposed for the dynamic accounting of product carbon footprints. Finally, using high-voltage switchgear as a case study, the feasibility and effectiveness of the proposed method are validated.",,,
JOUR,Efficient data-driven prediction of household carbon footprint in China with limited features,"['An, Na', 'Huang, Chenyu', 'Shen, Yanting', 'Wang, Jinyu', 'Yu, Zhongqi', 'Fu, Jiayan', 'Liu, Xiao', 'Yao, Jiawei']",Energy Policy,185,113926,2024,2024/02/01/,0301-4215,https://doi.org/10.1016/j.enpol.2023.113926,['https://www.sciencedirect.com/science/article/pii/S0301421523005116'],"['Household carbon footprint', 'Limited features', 'Explainable machine learning', 'Scenario analysis', 'Pathways']","Household carbon footprints significantly contribute to global carbon emissions, yet the limited features hinder the accurate assessment in regions with inadequate data. In this study, we developed a data-driven model for evaluating household carbon footprint in China based on a nationwide questionnaire survey. Employing explainable machine learning, we identified the most influential features impacting the model outputs, which were utilized to assess household carbon footprints across Chinese provinces and cities from 2006 to 2021. Additionally, we constructed 27 scenarios with varying peak carbon times, technological evolution pathways, and cumulative carbon budgets to analyze climate change mitigation options for policymakers. The results demonstrate that using the XGBoost-TPE method, the model constructed with only five pivotal features achieves a confidence level of 87.4%. From 2006 to 2021, China's provinces exhibited fluctuating growth trends in household carbon footprints, with economically developed and eastern regions demonstrating higher per capita household carbon footprints. Scenario modelling reveals that combining multiple moderate scenarios yields a 26% increase in effectiveness compared to a single scenario. Promoting low-carbon household food, energy, and transport policies earlier or more aggressively can result in an earlier peak in household carbon footprints and a 2.5% greater carbon reduction.",,,
JOUR,Carbon and water scarcity footprints of banana under current and future climate conditions in the Brazilian semiarid region,"['Lima, Antonio Fabio da Silva', 'da Silva Barros, Viviane', 'Oliveira da Silva, Alexsandro', 'Sonsol Gondim, Rubens', 'Brito de Figueirêdo, Maria Cléa', 'Távora Costa, Raimundo Nonato', 'Feitosa de Lacerda, Claudivan', 'da Silva Sales, Jonnathan Richeds', 'de França e Silva, Enio Farias']",Environmental Development,51,101034,2024,2024/09/01/,2211-4645,https://doi.org/10.1016/j.envdev.2024.101034,['https://www.sciencedirect.com/science/article/pii/S2211464524000721'],"['Climate change', 'Life cycle assessment', 'Sustainability of water use']","Climate change has become a global threat and a cause of uncertainty for numerous economic sectors, particularly agriculture. Several studies addressing the impacts of climate change can be found in the literature; however, studies on strategies to improve sustainability in orchards are scarce. Bananas are of great economic importance in tropical regions, and their production is characterized by high consumption of natural resources, increasing greenhouse gas emissions and environmental impacts. This study aimed to identify critical points in banana production, understand how they influence future footprints, and develop strategies to reduce current footprints. Life cycle assessment was used to estimate water scarcity (ISO 14046) and carbon (ISO 14067) footprints. Results are presented per 1 kg of banana. Primary data from 10-year averages were collected from farms located in the Lower Jaguaribe sub-basin. The results revealed that the carbon footprint ranged from 0.21 to 0.84 kg CO2 eq kg−1 in 2023, whereas the water scarcity footprint reached 1441 m3 eq kg−1. Under the current scenario, yield improvement could reduce carbon footprint by up to 57.9%, and greater efficiency in water use could decrease water footprint by up to 77%. In 2055, projections suggest that improvements in irrigation could lead to reductions of 5% in carbon footprint and 24.9% in water scarcity footprint. The findings of this study highlight the importance of adopting a sustainable approach to banana production, emphasizing the need to improve natural resource management and promote conscious agricultural practices, such as no-till farming and polyculture, which favor carbon sequestration. The use of plants that perform biological nitrogen fixation can reduce the need for nitrogen fertilizers, in alignment with the 2030 Agenda for Sustainable Development. Public policies focused on providing technical assistance to farmers are crucial for achieving environmentally sustainable production and enhancing resilience to climate change and water scarcity.",,,
JOUR,Preventing the Immense Increase in the Life-Cycle Energy and Carbon Footprints of LLM-Powered Intelligent Chatbots,"['Jiang, Peng', 'Sonne, Christian', 'Li, Wangliang', 'You, Fengqi', 'You, Siming']",Engineering,,,2024,2024/04/17/,2095-8099,https://doi.org/10.1016/j.eng.2024.04.002,['https://www.sciencedirect.com/science/article/pii/S2095809924002315'],"['Large language models', 'Intelligent chatbots', 'Carbon emissions', 'Energy and environmental footprints', 'Life-cycle assessment', 'Global cooperation']","Intelligent chatbots powered by large language models (LLMs) have recently been sweeping the world, with potential for a wide variety of industrial applications. Global frontier technology companies are feverishly participating in LLM-powered chatbot design and development, providing several alternatives beyond the famous ChatGPT. However, training, fine-tuning, and updating such intelligent chatbots consume substantial amounts of electricity, resulting in significant carbon emissions. The research and development of all intelligent LLMs and software, hardware manufacturing (e.g., graphics processing units and supercomputers), related data/operations management, and material recycling supporting chatbot services are associated with carbon emissions to varying extents. Attention should therefore be paid to the entire life-cycle energy and carbon footprints of LLM-powered intelligent chatbots in both the present and future in order to mitigate their climate change impact. In this work, we clarify and highlight the energy consumption and carbon emission implications of eight main phases throughout the life cycle of the development of such intelligent chatbots. Based on a life-cycle and interaction analysis of these phases, we propose a system-level solution with three strategic pathways to optimize the management of this industry and mitigate the related footprints. While anticipating the enormous potential of this advanced technology and its products, we make an appeal for a rethinking of the mitigation pathways and strategies of the life-cycle energy usage and carbon emissions of the LLM-powered intelligent chatbot industry and a reshaping of their energy and environmental implications at this early stage of development.",,,
JOUR,A cradle-to-grave assessment of carbon and energy footprints of ships using synthetic fuel for net-zeros operations,"['Bellot, A.', 'Baumler, R.', 'Bouallou, C.', 'Nemer, M.', 'Ölcer, A.']",Ocean Engineering,310,118392,2024,2024/10/15/,0029-8018,https://doi.org/10.1016/j.oceaneng.2024.118392,['https://www.sciencedirect.com/science/article/pii/S002980182401730X'],"['', '', '', '', '', '']","Purpose Achieving net-zero emissions in the maritime sector requires adopting carbon-neutral practices in terms of shipbuilding, operation and recycling. However, research integrating life cycle and energy analysis is missing to inform decision-makers. Method Consequently, the paper presents models combining a model-based life cycle assessment (MBLCA) and ship energy simulations to examine the footprints of a generic New Panamax Containership (DTC). Analyses were conducted to assess the energy and carbon effects of using synthetic methanol as marine fuel. Results The life-cycle analysis confirms the overwhelming prevalence of operations in the total greenhouse gases emission during the ship's lifetime. The analysis highlights the potential of carbon savings if the vessel consumes methanol produced from neutral energy and renewable carbon sources. However, the magnitude of shipping fuel requirements may profoundly impact energy infrastructures while still requiring large volumes of carbon offset credits. Conclusion The paper confirms the usefulness of integrating life-cycle analysis and energy modelling to discuss future energy scenarios. The completeness of the models also allows for future research analysing other energy solutions.",,,
JOUR,The structural change and determinants of global carbon footprint network embodied in international migration: A social network analysis,"['Li, Ying', 'Jiang, Chen', 'Li, Xiaofan', 'Zhang, Jinzhu', 'Wang, Yutao', 'Yang, Xuechun', 'Cui, Qi', 'Liu, Yu']",Journal of Cleaner Production,449,141651,2024,2024/04/10/,0959-6526,https://doi.org/10.1016/j.jclepro.2024.141651,['https://www.sciencedirect.com/science/article/pii/S0959652624010990'],"['Social network analysis', 'Carbon footprint', 'International migration', 'Determinants']","The carbon footprint embodied in international population mobility has a complex spatial correlation, which exacerbates the difficulty of global climate governance. However, the features, changing trends, and determinants of the carbon footprint flow embodied in global population migration are poorly understood. This study employed social network analysis and the exponential random graph model (ERGM) to investigate the structural changes and drivers of the carbon footprint network embodied in global migration from 1995 to 2015. The results showed that approximately 50% of carbon footprint flow embodied in international migration flowed from developing to developed countries. The spatial connections between countries in the network were becoming increasingly close, displaying a typical small-world structure, and showing low reciprocity and negative assortativity. Moreover, centrality analysis highlighted the United States and the European Union as being at the core of the network, whereas some emerging economies (e.g., China, India, and South Africa) were shown as having an increasing influence on the network. The determinants of network formation were divided into three effects. For node attribute effect, countries with developed economy, high proportion of industrial value added, urbanization and openness were becoming the destinations of carbon inflows from immigrants, while countries with high consumption of renewable energy and energy intensity had a trend of carbon outflows with emigrants over periods. As for exogenous network effect, the significance of economic integration on the formation of the network was strengthening, while that of geographical proximity and cultural similarity was declining. Additionally, the positive impact of self-organizational effect on the network was decreasing. This study provided guidance for countries to formulate policies to reduce the carbon emissions embodied in international migration.",,,
JOUR,Lifecycle battery carbon footprint analysis for battery sustainability with energy digitalization and artificial intelligence,"['Zhou, Yuekuan']",Applied Energy,371,123665,2024,2024/10/01/,0306-2619,https://doi.org/10.1016/j.apenergy.2024.123665,['https://www.sciencedirect.com/science/article/pii/S0306261924010481'],"['Battery sustainability', 'Sustainable development goals', 'Cross-scale multi-stage analytic platform', 'Lifecycle carbon analysis', 'Energy digitalisation', 'Carbon neutrality']","As an indispensable component and intermediate bridge, electrochemical battery as an indispensable component is essential for power supply reliability, stability, grid-friendly interaction, sustainability with e-transportation and building electrification. However, the lifecycle carbon intensity of electrochemical batteries is uncertain throughout lifecycle battery-related activities. In this study, a generic methodology is proposed to accurately quantify the lifecycle carbon intensity of electrochemical batteries. A cross-scale multi-stage analytic platform with inter-disciplinary and trans-disciplinary is formulated, involving battery materials (anode, cathode, electrolyte), charging/discharging behaviours, cascade battery utilization, recycling, and reproduction. A case study on a zero-energy district in subtropical Guangzhou indicates that lifetime EV battery carbon intensity is +556 kg CO2,eq/kWh for the scenario with pure fossil fuel-based grid reliance, while the minimum carbon intensity of EVs at −860 kg CO2,eq/kWh can be achieved for the solar-wind supported scenario. The grid mandatory EVs charging will slightly increase the battery carbon intensity to −617.2 kg CO2,eq/kWh, and the exclusion of embodied carbon on both solar PV and wind turbines will increase the battery carbon intensity to −583.8 kg CO2,eq/kWh. The proposed approach and formulated platform can enable synthetical and comprehensive analysis on battery sustainability, throughout integrated cross-disciplinary approaches for 2060 carbon neutrality in China.",,,
JOUR,Robotic assembly line balancing considering the carbon footprint objective with cross-station design,"['Li, Yuchen', 'Qiao, Zhaoxuan', 'Chi, Yuanying', 'Guo, Linhan', 'Yan, Rui']",Computers & Industrial Engineering,190,110045,2024,2024/04/01/,0360-8352,https://doi.org/10.1016/j.cie.2024.110045,['https://www.sciencedirect.com/science/article/pii/S0360835224001669'],"['Robotic assembly line balancing', 'Cross-station design', 'Carbon emissions', 'Particle swarm optimization']","Robotic assembly lines are widely applied in the manufacturing sector to produce a wide range of products because of their efficiency and multifunctionality. The robotic assembly line balancing problem (RALBP) is a combinatorial optimization problem where the decision variables are task assignment and robot allocation. However, RALBP considering carbon footprint, which is a very significant environmental concern, has scarcely been studied in the literature and a practical “cross-station” design is never mathematically formulated. In this paper, a mixed-integer programming model is proposed to optimize the two objectives according to the Pareto principle. A particle swarm algorithm (PSO) with some improvement rules is designed to solve the problem. To examine the efficiency of the algorithm, computational experiments including five medium-sized and five large-sized datasets are conducted. The results show that the efficiency of PSO is better than that of four other classic algorithms in terms of three evaluation metrics. Further, the production manager and assembly line designer can choose the appropriate production plan and upgrade the line configuration.",,,
JOUR,Assessment of the Impact of Driver Behavior on the Carbon Footprint in Morocco's Transportation Sector,"['BENABBOU, Laila', 'BENALI, Mimoun', 'MOUFDI, Ghada', 'SADOK, Hicham']",Procedia Computer Science,236,508,2024,2024/01/01/,1877-0509,https://doi.org/10.1016/j.procs.2024.05.060,['https://www.sciencedirect.com/science/article/pii/S1877050924010767'],"['Carbon footprint', 'energy consumption', 'carbon balance', 'transportation sector', 'emissions cost', 'driver behavior', 'CO2 emissions']","With population growth, industrial expansion, and increased energy demand intensifying pollution, Morocco is suffering from a shortage of fossil fuels, urgently calling for climate intervention to stimulate the imperative reduction of its carbon footprint. Indeed, the country has realized that it is time to monitor its environmental indicators such as energy consumption, accounting, and carbon footprint to comply with global efforts to reduce carbon footprint and aim for energy efficiency while preserving and optimizing its energy resources. Much attention has been focused on the transportation sector, the second-largest global polluter, which will be the subject of our analysis. Our case study will focus on the evaluation of three vehicles to examine the influence of driver behavior on energy consumption and carbon footprint. Data collection was carried out using UPLOGISTIX, a solution developed by our hosting entity, which aims to present calculations of environmental measures to display the results and ultimately provide recommendations for reducing its carbon footprint. An approach has been proposed to achieve the set objectives. The results of our analysis highlight the existence of a significant relationship between behavioral barriers and energy consumption. Indeed, the behavior of a reckless driver, characterized by abrupt braking, rapid accelerations, and other factors, leads to an actual energy consumption that exceeds recommended standards. This excessive consumption results in a considerable production of CO2 emissions.",,516,International Symposium on Green Technologies and Applications (ISGTA’2023)
JOUR,Energy audit and associated carbon footprint estimation for a Meta Abo brewery,"['Adino, Eba', 'Abewaa, Mikiyas', 'Tiruneh, Amare']",Heliyon,10,e28300,2024,2024/03/30/,2405-8440,https://doi.org/10.1016/j.heliyon.2024.e28300,['https://www.sciencedirect.com/science/article/pii/S2405844024043317'],"['Brewery industry', 'Carbon footprint', 'Energy audit', 'Energy loss', 'Energy saving', 'Energy efficiency']","Industrial development in Ethiopia is rapidly increasing, leading to a growing gap between energy supply and demand. To address this, efficient energy utilization in existing industries is crucial. Energy audits identify energy losses and recommend saving measures. Therefore, this study evaluates energy efficiency through an audit and estimates greenhouse gas emissions for a Meta Abo brewery. The indirect method of energy audit and the greenhouse gas protocol of carbon footprint estimation were used to evaluate the energy efficiency and carbon emissions of Meta Abo brewery. The boiler efficiency for Bono Energia and Cochran boilers was found to be 79.2% and 80.9%, respectively. Poor insulation caused an estimated annual fuel loss of 35,350 l (638,768 Ethiopian birr) for steam pipes, while steam leakage resulted in a loss of 31,614 l (571,265 Ethiopian birr). The factory's high electricity expense was attributed to a diesel generator consuming 6000 l/d. Greenhouse gas emissions raised from 9156 to 22,697 tons of CO2 equivalent between 2014 and 2018. Implementing the proposed energy-saving measures could save 20.4 TJ of thermal and electrical energy annually, costing approximately 8.5 million Ethiopian birr, and reduce boiler emissions by 455 tons of CO2 equivalent. Therefore, implementation of these measures is recommended.",6,,
JOUR,Intra-rural inequality of diet-related carbon footprint in China,"['Kang, Xiang', 'Du, Mingxi', 'Zhou, Xue', 'Du, Haifeng', 'Liu, Qiuyu', 'Wang, Jingxu', 'Chen, Lulu', 'Yin, Yulong', 'Zou, Wei', 'Cui, Zhenling']",Environmental Impact Assessment Review,106,107483,2024,2024/05/01/,0195-9255,https://doi.org/10.1016/j.eiar.2024.107483,['https://www.sciencedirect.com/science/article/pii/S0195925524000702'],"['Diet-related carbon footprint', 'Dietary transition', 'Rural China', 'Dietary guidelines', 'Carbon inequality']","The transition to sustainable diet has mitigated climate risks and improved human health. With the rapidly increasing demand for food and high carbon mitigation pressure, food consumption in rural China has emerged as a pivotal factor in the transition process. Although diet-related carbon footprint (DCF) has been widely discussed worldwide, little is known about intra-group differences in DCFs, particularly in rural regions. Additionally, a sustainable transition pathway is unclear because of the trade-offs between DCF, nutritional quality, and affordability. In this study, inequality in intra-rural food consumption and the associated carbon footprints of different food categories were revealed based on the latest and most updated social household survey data. Future transition pathways encompassing DCFs, affordability, and nutrition were comprehensively considered. The results revealed stark intragroup differences in the DCF of rural residents, and the consumption of animal-based food exhibited a more pronounced level of inequality than plant-based food. Compared with other groups, high-income households had a higher per capita DCF, larger emission share from animal-based food, and lower share from plant-based food. Based on future sustainable transition analysis, fully adopting optimized dietary patterns can reduce the DCF by 2.28–48.84% and improve nutritional quality, especially in low-income populations (16.98–38.62%). However, regardless of the transition pathway, affordability for low-income groups needs to be considered, which may hinder sustainable transitions in the future. Our study has implications for sustainable dietary transitions in rural areas, which will bring co-benefits to both humans and the environment.",,,
JOUR,2030 oil palm plantation carbon footprint estimation using O-LCA and forecasting,"['F, Farizal', 'Amanda, Trisha', 'Dachyar, Muhammad', 'Noor, Zainura Zainon']",Journal of Cleaner Production,463,142646,2024,2024/07/15/,0959-6526,https://doi.org/10.1016/j.jclepro.2024.142646,['https://www.sciencedirect.com/science/article/pii/S0959652624020948'],"['Palm oil', 'O-LCA', 'Forecasting', 'Carbon footprint', 'Greenhouse gases']","Since palm oil products have a crucial role in society development, palm oil business in Indonesia has grown significantly over the past few decades. However, this industry is frequently linked to environmental issues, particularly its potential emission of greenhouse gases (GHGs). This study attempts to estimate the carbon footprint of a palm oil company's operation for the year of 2030. In doing so, a novel methodology that consists of organizational lifecycle assessment (O-LCA), simple linear regression (SLR), and double exponential smoothing (DES) methods is proposed. O-LCA is used to identify the sources of emission and estimate the amount of the emission generated, while SLR and DES are used to forecast the sources. As the result, the carbon footprint in 2030 is estimated to be 62,758,433.56 kg Carbon Dioxide equivalent (CO2eq) where on average a ton of crude palm oil (CPO) produces 1.08 ton CO2eq. The study also discloses that the three largest emission sources are palm oil mill effluent (POME), fertilizer, and transportation. The forecasting methods used are quite accurate with mean absolute percentage error (MAPE) of less than 10%. The results of this study can shed a light to help Indonesia achieving its target to reduce GHG emission by 2030.",,,
JOUR,Improving the evapotranspiration estimation by considering the effect of flux footprint climatology,"['Bian, Jiang', 'Hu, Xiaolong', 'Shi, Liangsheng', 'Min, Leilei', 'Zhang, Yucui', 'Shen, Yanjun', 'Zhao, Fenghua', 'Zha, Yuanyuan', 'Lian, Xie', 'Huang, Jiesheng']",Journal of Hydrology,631,130769,2024,2024/03/01/,0022-1694,https://doi.org/10.1016/j.jhydrol.2024.130769,['https://www.sciencedirect.com/science/article/pii/S002216942400163X'],"['Flux footprint climatology', 'Evapotranspiration', 'Surface conductance', 'Vegetation indices', 'UAV']","Eddy covariance (EC) is a common approach for observing evapotranspiration (ET). In the EC system, there is a varying flux footprint climatology which causes a spatial mismatch between the forcing data from the ET model and EC observations, generating extra errors in estimating ET. This study endeavored to reduce the error caused by the spatial scale inconsistency between forcing data and ET measurements employing joint observations from EC system, unmanned aerial vehicle (UAV), and satellites under the flux footprint theory and the Penman-Monteith (P-M) model. The joint observations were performed in 2020 at the LuanCheng (LES) and YuCheng (YES) sites. Surface conductance for the varying flux footprint climatology was retrieved from EC observations using the inverted P-M model. The vegetation indices from various remote sensing platforms, including UAV, MODIS, Landsat 8, and Sentinel-2, were retrieved and employed to evaluate surface conductance and ET within the flux footprint climatology. The findings indicated that varying flux footprint climatology had a significant impact on the accuracy of ET estimation. The UAV, Landsat 8, and Sentinel-2 data all generated good ET estimations (LES: R2 > 0.72, RMSE < 0.81 mm day−1; YES: R2 > 0.74, RMSE < 0.91 mm day−1) in the 80 % and 90 % flux footprint climatology. In contrast, MODIS, Landsat 8, and Sentinel-2 obtained worse ET performance at LES (R2 < 0.65, RMSE > 0.88 mm day−1) and YES (R2 < 0.67, RMSE > 0.90 mm day−1) when flux footprint climatology was disregarded. Among the four remote sensing platforms, UAV remote sensing images integrated with the flux footprint model significantly enhanced the accuracy of ET estimation (LES: R2 = 0.83, RMSE = 0.66 mm day−1; YES: R2 = 0.84, RMSE = 0.55 mm day−1). This study demonstrated that considering flux footprint climatology can acquire accurate ET estimates.",,,
JOUR,"Carbon footprint and water inventory of the production of lithium in the Atacama Salt Flat, Chile","['Lagos, Gustavo', 'Cifuentes, Luis', 'Peters, David', 'Castro, Laura', 'Valdés, José Miguel']",Environmental Challenges,16,100962,2024,2024/08/01/,2667-0100,https://doi.org/10.1016/j.envc.2024.100962,['https://www.sciencedirect.com/science/article/pii/S2667010024001288'],"['', 'Carbon footprint', 'Lithium carbonate', 'Lithium hydroxide', 'Potassium chloride', 'Water inventory', '']","The objective of this work is to estimate the carbon footprint and water footprint inventory using primary information of the lithium carbonate and lithium hydroxide production of SQM and Albemarle in the Atacama Salt Flat, which represented 30 % of global lithium production in 2020. A contribution of the work is demonstrating that these two operations have the lowest reported GHG global emissions per unit production of lithium carbonate and of lithium hydroxide, and that this is possible due to natural and anthropogenic characteristics. Another contribution is that the natural advantages of the Atacama deposit should remain crucial in this leadership in spite of the introduction of an assortment of technologies in the reduction of GHG emissions in the future. A third contribution is showing that the largest cause of the carbon footprint for lithium carbonate production at the Atacama Salt Flat was soda ash, with 63.1 % of the total.",,,
JOUR,Reducing energy and carbon footprint in semi-arid irrigated cropping systems through crop diversification,"['Bista, Dabit', 'Sapkota, Sushil', 'Acharya, Pramod', 'Acharya, Ram', 'Ghimire, Rajan']",Heliyon,10,e27904,2024,2024/03/30/,2405-8440,https://doi.org/10.1016/j.heliyon.2024.e27904,['https://www.sciencedirect.com/science/article/pii/S2405844024039355'],"['Net energy efficiency', 'Carbon footprint', 'Cover cropping', 'Cost-benefit ratio', 'Carbon credit']","Energy and carbon (C) footprints of agricultural production practices have garnered high attention due to rising energy costs and increasing global warming. However, the contribution of conservation and regenerative farming practices, including cover cropping, on energy and C footprints have not yet been documented for cropping systems in arid and semi-arid regions. This study evaluated the energy and C footprint of cover crop integrated silage maize (Zea mays L.) and sorghum (Sorghum bicolor L. Moench) production systems in the semi-arid region of the southwestern US. The treatments were mixtures of winter cover crops: i) grasses and legumes (GL), ii) grasses, brassicas, and legumes (GBL), iii) grasses and brassicas (GB), and iv) no cover crops (NCC) control for each crop production system. Results showed cover crops had 24.1–24.5% greater energy input than NCC. In silage maize rotation, energy output was 17–22% greater in GBL and GL than in NCC. In silage sorghum rotation, the energy output was 15–24% greater in all cover crops than in NCC. The resulting net energy was 16–21% greater in GBL and GL than in NCC under silage maize, while it was 18–24% greater in GBL and GB than in NCC under silage sorghum. In the silage maize system, the C-footprint per kg yield was not different among treatments, whereas in silage sorghum, it was 58% greater in GBL than in NCC. The benefit-to-cost ratio was greater than one for all treatments, but the additional revenue through C credit programs could make cover cropping a more feasible and beneficial approach, improving economic and environmental sustainability while producing silage crops. While the C footprint was crop rotation specific, cover cropping should be encouraged over crop-fallow systems to producers in semi-arid environments to reduce energy usage and increase C-credit benefits. Clear national and state policy on the C credit program will also enhance economic and environmental benefits by adopting cover cropping and other regenerative farming practices.",6,,
JOUR,A simplified machine learning product carbon footprint evaluation tool,"['Lang, Silvio', 'Engelmann, Bastian', 'Schiffler, Andreas', 'Schmitt, Jan']",Cleaner Environmental Systems,13,100187,2024,2024/06/01/,2666-7894,https://doi.org/10.1016/j.cesys.2024.100187,['https://www.sciencedirect.com/science/article/pii/S2666789424000254'],"['Machine learning', 'Product carbon footprint sustainability']","On the way to climate neutrality manufacturing companies need to assess the Carbon dioxide (CO2) emissions of their products as a basis for emission reduction measures. The evaluate this so-called Product Carbon Footprint (PCF) life cycle analysis as a comprehensive method is applicable, but means great effort and requires interdisciplinary knowledge. Nevertheless, assumptions must still be made to assess the entire supply chain. To lower these burdens and provide a digital tool to estimate the PCF with less input parameter and data, we make use of machine learning techniques and develop an editorial framework called MINDFUL. This contribution shows its realization by providing the software architecture, underlying CO2 factors, calculations and Machine Learning approach as well as the principles of its user experience. Our tool is validated within an industrial case study.",,,
JOUR,Determinants of ecological and carbon footprints to assess the framework of environmental sustainability in BRICS countries: A panel ARDL and causality estimation model,"['Wang, XuGuang']",Environmental Research,197,111111,2021,2021/06/01/,0013-9351,https://doi.org/10.1016/j.envres.2021.111111,['https://www.sciencedirect.com/science/article/pii/S0013935121004059'],"['Ecological footprint', 'Carbon footprint', 'Environmental degradation', 'Renewable energy consumption', 'Human capital', 'Financial development', 'Globalization', 'BRICS', 'ARDL approach']","The purpose of the present study is to evaluate the effects of financial development, human capital, globalization, and renewable energy consumption on ecological and carbon footprint. For this purpose, the data was collected from four countries i.e. Brazil, Russia, India, and China for 20 years (1997–2016). The 20 years panel data collected for these countries was analyzed through “auto-regressive distributed lag” (ARDL). Findings of this study reveal that human capital is a significant positive determinant of environmental degradation in short run and long run while renewable energy consumption is a significant negative determinant of environmental degradation in short run and long run. Findings further reveal that globalization significantly reduces environmental degradation in short run and long run. Furthermore, findings show that the financial development significantly positively affects the environmental degradation in short run and long run. Therefore, renewable energy consumption and globalization are found to be negative predictors of ecological footprint and carbon footprint while human capital and financial development are found to be positive predictors of ecological footprint and carbon footprint. These findings are expected to be great contribution to the literature and practice, as they will help researchers and policymakers to realize the relative importance of energy, educational, economic, and trade policies in determining the environmental degradation.",,,
JOUR,Carbon footprint accounting of prefabricated buildings: A circular economy perspective,"['Li, Clyde Zhengdao', 'Tam, Vivian WY.', 'Lai, Xulu', 'Zhou, Yijun', 'Guo, Shan']",Building and Environment,258,111602,2024,2024/06/15/,0360-1323,https://doi.org/10.1016/j.buildenv.2024.111602,['https://www.sciencedirect.com/science/article/pii/S036013232400444X'],"['Prefabricated building', 'Carbon footprint accounting', 'And circular economy']","Prefabricated buildings have gained significant attention as a solution for reducing carbon footprint in the construction industry. However, there is a lack of a comprehensive accounting approach tailored to the construction features of prefabricated buildings. To address this issue, this study develops a framework to account the life-cycle carbon footprint of prefabricated buildings within the circular economy principles. The developed framework is applied to a prefabricated building in Chengdu, China, revealing that a significant carbon footprint is attributed to the material production and transportation stages. Moreover, an uncertainty analysis is conducted based on Data Quality Indicator evaluation method and Monte Carlo Simulation to validate the accounting framework, and a minor deviation of 0.085 % between the uncertain and calculated values validates the proposed accounting framework. Furthermore, key processes to mitigate the carbon footprint are identified. The results show that cast-in-place concrete is a key process at the construction materials level. Building upon these findings, this study offers recommendations on accurately and efficiently accounting the carbon footprint of prefabricated buildings. The research findings contribute to fostering the accounting of the life-cycle carbon footprint for prefabricated buildings, establishing a theoretical and empirical basis for circular economy implementation in prefabricated buildings, and offering insights for making informed carbon emission reduction decisions in prefabricated buildings.",,,
JOUR,Developing individual carbon footprint reduction pathways from carbon budgets: Examples with Wallonia and France,"['Paulus, N.']",Renewable and Sustainable Energy Reviews,198,114428,2024,2024/07/01/,1364-0321,https://doi.org/10.1016/j.rser.2024.114428,['https://www.sciencedirect.com/science/article/pii/S1364032124001515'],"['Carbon budget', 'Carbon footprint', 'Greenhouse gases', 'Territorial absorption', 'Nationally determined contributions', 'Imported emissions', 'Carbon uptake', 'Energy transition', 'Mitigation pathways', 'SDG', 'Climate action']","Traditional climate strategies focus on long-term emissions targets, neglecting cumulative CO2 emissions and often limiting their scope to territorial emissions. Additionally, individual citizens struggle to connect with community targets. This study addresses these issues by computing a comprehensive carbon footprint pathway that, as a main contribution, can be easily personalized and associated with common carbon footprint calculators. This approach innovatively leverages inverted “S-shaped” patterns based on logistic functions that, unlike common linear patterns, have been documented as relevant for diffusion mechanisms of social or ecological transformations. One challenge lies in efficiently aligning the carbon footprint figures, expressed in CO2eq, with IPCC's +2 °C carbon budgets, expressed in CO2-only. This work first retrieves the current share of CO2-only footprint and then defines two mitigation pathways: one focusing solely on CO2 emissions and one addressing residual GHGs. Except for initial and final emission levels, both targeted pathways are defined by the same logistic function, based on the assumed intrinsic link between CO2 and the other GHGs. As final targets, the CO2-only pathway considers the common net-zero emission goal while the second pathway considers a level of 1 tCO2eq/year per capita of unmitigated non-CO2 emissions, in alignment with IPCC's latest assumptions and anticipated population growth. Besides the new +2 °C compatible suggested pathways, developing this method for France and Wallonia has also revealed that they should reach territorial (nature-based) carbon uptake of at least three times their current levels, necessitating deep land-use changes in their policies (implementing intensive urban vegetation, alternative agriculture techniques, etc).",,,
